,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,How is empirical research in RE different from empirical research in other fields of software engineering?,0.5887
1,How often are which empirical methods used over time?,What methodologies are commonly used in empirical studies on RE?,0.6834
2,Which sub-fields of SE and RE do the empirical studies cover over time?,What methodologies are commonly used in empirical studies on RE?,0.6895
3, How do the authors justify the lack of a proper study?,How has the gap between research and practice in RE been addressed over the past decade?,0.4876
4,How has the proportion of papers that do not have an empirical study evolved over time?,How is empirical research in RE different from empirical research in other fields of software engineering?,0.5383
5,How many empirical studies are by authors working for large software development companies?,How is empirical research in RE different from empirical research in other fields of software engineering?,0.6591
6,How has the proportion of studies by authors working for large software development companies evolved over time?,How is empirical research in RE different from empirical research in other fields of software engineering?,0.5509
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",How has the gap between research and practice in RE been addressed over the past decade?,0.532
8,How do the authors justify the selection and combination of empirical methods and design elements?,How have empirical studies contributed to the development of RE methodologies and tools?,0.6136
9,How often are which empirical methods used?,What methodologies are commonly used in empirical studies on RE?,0.7204
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",How have empirical studies contributed to the development of RE methodologies and tools?,0.59
11,How has the proportion of replications evolved over time?,What are the methodological considerations for replicating empirical studies on RE?,0.3175
12,How has the use of triangulation for research design evolved over time?,How have empirical studies contributed to the development of RE methodologies and tools?,0.4625
13,How often are those who conduct the studies also the authors of the papers?,What are the common strategies for collecting and analyzing data in RE studies?,0.4225
14,How do the authors justify preventing bias in the study results?,What are the methodological considerations for replicating empirical studies on RE?,0.4251
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,"How do different empirical research designs (qualitative, quantitative, mixed methods) contribute to our understanding of RE practice?",0.4317
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,What evidence is available about current RE practices in industry?,0.5759
17,How often are which statistical methods used?,What methodologies are commonly used in empirical studies on RE?,0.5909
18,How has the use of statistical methods evolved over time?,How have empirical studies contributed to the development of RE methodologies and tools?,0.5248
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,What methodologies are commonly used in empirical studies on RE?,0.3922
20,How has the definition of the population evolved over time?,How has the understanding of RE problems evolved over time?,0.314
21,How has the use of power analysis and effect size estimation evolved over time?,How have empirical studies contributed to the development of RE methodologies and tools?,0.354
22,How has the reporting of threats to validity evolved over time?,What methodological challenges are faced when conducting empirical research on RE?,0.353
