,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,What are the emerging trends in RE empirical research?,0.6614
1,How often are which empirical methods used over time?,What types of data are most commonly collected in empirical studies on RE?,0.5808
2,Which sub-fields of SE and RE do the empirical studies cover over time?,What types of data are most commonly collected in empirical studies on RE?,0.7319
3, How do the authors justify the lack of a proper study?,What are the critical gaps in current RE research that need addressing?,0.4887
4,How has the proportion of papers that do not have an empirical study evolved over time?,What are the emerging trends in RE empirical research?,0.5632
5,How many empirical studies are by authors working for large software development companies?,How do empirical studies address the dynamic nature of software requirements?,0.5988
6,How has the proportion of studies by authors working for large software development companies evolved over time?,How do empirical studies address the dynamic nature of software requirements?,0.5328
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",What are the emerging trends in RE empirical research?,0.5722
8,How do the authors justify the selection and combination of empirical methods and design elements?,How do empirical methods contribute to the development of RE theories?,0.5387
9,How often are which empirical methods used?,What types of data are most commonly collected in empirical studies on RE?,0.5908
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",What are the emerging trends in RE empirical research?,0.6479
11,How has the proportion of replications evolved over time?,How has the adoption of RE practices evolved over time in different industries?,0.325
12,How has the use of triangulation for research design evolved over time?,What are the emerging trends in RE empirical research?,0.417
13,How often are those who conduct the studies also the authors of the papers?,What strategies are employed to maximize the reliability of empirical studies in RE?,0.403
14,How do the authors justify preventing bias in the study results?,What strategies are employed to maximize the reliability of empirical studies in RE?,0.4738
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,How does the empirical evidence guide the adaptation of new RE techniques in the industry?,0.4377
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,How has the adoption of RE practices evolved over time in different industries?,0.6378
17,How often are which statistical methods used?,What types of data are most commonly collected in empirical studies on RE?,0.5509
18,How has the use of statistical methods evolved over time?,How do empirical methods contribute to the development of RE theories?,0.4582
