,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,How important is replication of empirical RE studies for understanding practice progress over time?,0.5931
1,How often are which empirical methods used over time?,What types of empirical methods are commonly used in RE research?,0.7364
2,Which sub-fields of SE and RE do the empirical studies cover over time?,What methodologies are commonly used for empirical research in RE?,0.6816
3, How do the authors justify the lack of a proper study?,How has the problem of fluctuating and conflicting requirements been addressed in RE studies?,0.525
4,How has the proportion of papers that do not have an empirical study evolved over time?,How important is replication of empirical RE studies for understanding practice progress over time?,0.5353
5,How many empirical studies are by authors working for large software development companies?,What are the common success factors identified in multiple empirical RE studies?,0.5424
6,How has the proportion of studies by authors working for large software development companies evolved over time?,How important is replication of empirical RE studies for understanding practice progress over time?,0.4719
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",How important is replication of empirical RE studies for understanding practice progress over time?,0.5172
8,How do the authors justify the selection and combination of empirical methods and design elements?,What methodologies are commonly used for empirical research in RE?,0.655
9,How often are which empirical methods used?,What types of empirical methods are commonly used in RE research?,0.7792
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",What methodologies are commonly used for empirical research in RE?,0.6209
11,How has the proportion of replications evolved over time?,How important is replication of empirical RE studies for understanding practice progress over time?,0.4011
12,How has the use of triangulation for research design evolved over time?,What methodologies are commonly used for empirical research in RE?,0.4431
13,How often are those who conduct the studies also the authors of the papers?,How important is replication of empirical RE studies for understanding practice progress over time?,0.3772
14,How do the authors justify preventing bias in the study results?,How do controlled experiments contribute to RE research?,0.4612
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,How important is replication of empirical RE studies for understanding practice progress over time?,0.5016
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,What improvements have been observed in RE practices over the last few years?,0.5571
17,How often are which statistical methods used?,What types of empirical methods are commonly used in RE research?,0.6052
18,How has the use of statistical methods evolved over time?,What methodologies are commonly used for empirical research in RE?,0.505
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,What types of empirical methods are commonly used in RE research?,0.4227
20,How has the definition of the population evolved over time?,How do empirical studies help in understanding the evolution of RE practices?,0.3124
21,How has the use of power analysis and effect size estimation evolved over time?,How has the problem of fluctuating and conflicting requirements been addressed in RE studies?,0.3192
22,How has the reporting of threats to validity evolved over time?,How has the problem of fluctuating and conflicting requirements been addressed in RE studies?,0.3691
23,What types of threats to validity do the authors report?,How has the problem of fluctuating and conflicting requirements been addressed in RE studies?,0.4159
24,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,How does grounded theory apply to RE empirical research?,0.5313
25,How have the proportions of case studies and action research in the empirical methods used evolved over time?,What methodologies are commonly used for empirical research in RE?,0.627
26,How has the reporting of the subjects evolved over time?,How has the empirical study of RE practices evolved over the last decade?,0.4418
27,How has the reporting of the objects of study / treatments evolved over time?,How important is replication of empirical RE studies for understanding practice progress over time?,0.5344
28,How has the reporting of the tasks evolved over time?,How has the empirical study of RE practices evolved over the last decade?,0.4732
29,How has the reporting of the setting evolved over time?,How has the empirical study of RE practices evolved over the last decade?,0.4362
30,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,What are the critical success factors for the industrial uptake of specific RE techniques?,0.4831
31,How has the the reporting of the population evolved over time?,What impact do cultural differences have on empirical RE studies?,0.3637
32,How has the reporting of the context evolved over time?,How has the empirical study of RE practices evolved over the last decade?,0.406
33,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,How has the problem of fluctuating and conflicting requirements been addressed in RE studies?,0.3507
34,Do the authors exlain WHEN their apporach is better than others in a selected context with specific characteristics?,How has the problem of fluctuating and conflicting requirements been addressed in RE studies?,0.3427
35,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,How has the problem of fluctuating and conflicting requirements been addressed in RE studies?,0.3513
36,Do the authors report the selected context of their study with specific characteristics?,What are the success factors for RE identified in empirical studies?,0.5112
37,Does the research design allow for efficient reuse of study (results) by other researchers?,How do controlled experiments contribute to RE research?,0.618
38,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",What are the common strategies for data collection in empirical RE research?,0.4795
39,How has the reporting of research questions and answers evolved over time?,How has the empirical study of RE practices evolved over the last decade?,0.4533
40,How has the use of language (academic vs. plain) in scientific publications evolved over time?,What impact do cultural differences have on empirical RE studies?,0.3678
41,Do the authors use a well defined taxonomy for their research design?,What methodologies are commonly used for empirical research in RE?,0.4252
42,Do the authors use other channels to publish their results for making them available to industrial users?,How do companies evaluate the success of their RE activities?,0.3652
43,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",What methodologies are commonly used for empirical research in RE?,0.6218
44,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",What methodologies are commonly used for empirical research in RE?,0.6262
45,Have the authors done a systematic review of related work?,How has the problem of fluctuating and conflicting requirements been addressed in RE studies?,0.3728
46,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",What are the recommendations for improving empirical research quality in RE?,0.4435
47,How many publications are analyzed in (systematic literature) reviews?,What methodologies are commonly used for empirical research in RE?,0.4738
48,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",How do empirical studies inform decision-making in RE practices?,0.4551
49,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",What methodologies are commonly used for empirical research in RE?,0.4179
50,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",What are the common strategies for data collection in empirical RE research?,0.3457
51,Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?,What methodologies are commonly used for empirical research in RE?,0.3957
52,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,What methodologies are commonly used for empirical research in RE?,0.4355
53,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,What are the success factors for RE identified in empirical studies?,0.5917
54,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,What are the success factors for RE identified in empirical studies?,0.603
55,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,What are the success factors for RE identified in empirical studies?,0.5358
56,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,What role does empirical evidence play in validating RE techniques?,0.5597
57,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,What methodologies are commonly used for empirical research in RE?,0.6075
58,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,What methodologies are commonly used for empirical research in RE?,0.6607
59,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,What methodologies are commonly used for empirical research in RE?,0.5363
