,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,What are the best practices for RE identified in empirical studies?,0.5195
1,How often are which empirical methods used over time?,What are the best practices for RE identified in empirical studies?,0.5562
2,Which sub-fields of SE and RE do the empirical studies cover over time?,What are the best practices for RE identified in empirical studies?,0.6314
3, How do the authors justify the lack of a proper study?,What are the best practices for RE identified in empirical studies?,0.4162
4,How has the proportion of papers that do not have an empirical study evolved over time?,What are the observed trends in RE practice adoption over the last decade?,0.4155
5,How many empirical studies are by authors working for large software development companies?,What are the best practices for RE identified in empirical studies?,0.4614
6,How has the proportion of studies by authors working for large software development companies evolved over time?,What are the observed trends in RE practice adoption over the last decade?,0.4585
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",What are the observed trends in RE practice adoption over the last decade?,0.4269
8,How do the authors justify the selection and combination of empirical methods and design elements?,What are the best practices for RE identified in empirical studies?,0.5167
9,How often are which empirical methods used?,What are the best practices for RE identified in empirical studies?,0.5916
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",What are the best practices for RE identified in empirical studies?,0.5187
11,How has the proportion of replications evolved over time?,What are the observed trends in RE practice adoption over the last decade?,0.3258
12,How has the use of triangulation for research design evolved over time?,What methodologies are commonly used for capturing requirements in industry?,0.3249
13,How often are those who conduct the studies also the authors of the papers?,What are the best practices for RE identified in empirical studies?,0.3479
14,How do the authors justify preventing bias in the study results?,What are the success factors for RE indicated by previous studies?,0.3903
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,What are the observed trends in RE practice adoption over the last decade?,0.4197
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,What are the observed trends in RE practice adoption over the last decade?,0.5745
17,How often are which statistical methods used?,How frequently are RE processes evaluated for effectiveness in industry?,0.4335
18,How has the use of statistical methods evolved over time?,How have the RE process standards evolved over the years according to studies?,0.3605
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,What are the best practices for RE identified in empirical studies?,0.3466
20,How has the definition of the population evolved over time?,What are the observed trends in RE practice adoption over the last decade?,0.292
21,How has the use of power analysis and effect size estimation evolved over time?,How does the size of the company affect its RE practices?,0.3186
22,How has the reporting of threats to validity evolved over time?,How have the RE process standards evolved over the years according to studies?,0.3083
23,What types of threats to validity do the authors report?,What are the best practices for RE identified in empirical studies?,0.3671
24,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,What are the best practices for RE identified in empirical studies?,0.4069
25,How have the proportions of case studies and action research in the empirical methods used evolved over time?,What are the best practices for RE identified in empirical studies?,0.5204
26,How has the reporting of the subjects evolved over time?,How have the RE process standards evolved over the years according to studies?,0.3838
27,How has the reporting of the objects of study / treatments evolved over time?,What are the best practices for RE identified in empirical studies?,0.4594
28,How has the reporting of the tasks evolved over time?,How have the RE process standards evolved over the years according to studies?,0.477
29,How has the reporting of the setting evolved over time?,How have the RE process standards evolved over the years according to studies?,0.383
30,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,What are the general facts about existing RE process standards in the industry?,0.5222
31,How has the the reporting of the population evolved over time?,What are the observed trends in RE practice adoption over the last decade?,0.3557
32,How has the reporting of the context evolved over time?,How does the organizational context affect the RE activities?,0.4218
33,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,What influence do predefined templates have on the quality of RE documentation?,0.3485
34,Do the authors exlain WHEN their apporach is better than others in a selected context with specific characteristics?,What influence do predefined templates have on the quality of RE documentation?,0.3314
35,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,What influence do predefined templates have on the quality of RE documentation?,0.3639
36,Do the authors report the selected context of their study with specific characteristics?,What are the best practices for RE identified in empirical studies?,0.5023
37,Does the research design allow for efficient reuse of study (results) by other researchers?,What are the success factors for RE indicated by previous studies?,0.4947
38,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",What are the best practices for RE identified in empirical studies?,0.4187
39,How has the reporting of research questions and answers evolved over time?,What are the observed trends in RE practice adoption over the last decade?,0.3716
40,How has the use of language (academic vs. plain) in scientific publications evolved over time?,How widely is the explicit requirements documentation being adopted in the industry?,0.306
41,Do the authors use a well defined taxonomy for their research design?,What are the best practices for RE identified in empirical studies?,0.3594
42,Do the authors use other channels to publish their results for making them available to industrial users?,What are the general facts about existing RE process standards in the industry?,0.3197
43,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",What are the best practices for RE identified in empirical studies?,0.5893
44,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",What are the best practices for RE identified in empirical studies?,0.5563
45,Have the authors done a systematic review of related work?,What are the best practices for RE identified in empirical studies?,0.3927
46,"""How up-to-date (and relevant) are reported (systematic) reviews, so-called secondary research?""",What are the best practices for RE identified in empirical studies?,0.46
47,How many publications are analyzed in (systematic literature) reviews?,What are the best practices for RE identified in empirical studies?,0.4342
48,"""Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users, such as policy-makers, practitioners, and the general public?""",What are the general facts about existing RE process standards in the industry?,0.4731
49,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",What are the best practices for RE identified in empirical studies?,0.4506
50,"""Do electronic resources (digital libraries and databases) provide all the functionalies that support the identification, selection, and retrieval of bibliographic and full-text information about SE research?""",What is the role of documentation in the RE process?,0.3058
51,Do the authors use multiple digital libraries including publications from SE and RE and related disciplines for (systematic literature) reviews?,What are the best practices for RE identified in empirical studies?,0.3506
52,Which digital libraries with publications from SE and RE and related disciplines do authors use for (systematic literature) reviews?,What are the best practices for RE identified in empirical studies?,0.3798
53,Do the authors use (a common set of empirically derived) criteria to assess the quality of individual studies?,What are the best practices for RE identified in empirical studies?,0.5555
54,How has the use of (a common set of empirically derived) criteria to assess the quality of individual studies evolved over time?,What are the best practices for RE identified in empirical studies?,0.5729
55,Do the authors use (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence?,What are the success factors for RE indicated by previous studies?,0.4921
56,How has the use of (a common set of empirically derived) criteria to characterize the quality of secondary research and thus the overall strength of a body of evidence evolved over time?,What are the success factors for RE indicated by previous studies?,0.524
57,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,What are the best practices for RE identified in empirical studies?,0.5299
58,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,What are the best practices for RE identified in empirical studies?,0.5711
59,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,How widely is the explicit requirements documentation being adopted in the industry?,0.4486
60,How many different empirical methods are used per publication?,What are the best practices for RE identified in empirical studies?,0.5428
61,How has the number of empirical methods used per publication evolved over time?,What are the best practices for RE identified in empirical studies?,0.4942
62,Which methods are used to synthesize evidence from data of different empirical methods?,What are the best practices for RE identified in empirical studies?,0.624
63,How many studies incorporate theories?,What are the success factors for RE indicated by previous studies?,0.4049
64,How has the incorporation of theories in studies evolved over time?,What are the observed trends in RE practice adoption over the last decade?,0.3318
65,"""For which purpose do authors incorporate theories into their studies (use, testing, modification, formulation)?""",What are the best practices for RE identified in empirical studies?,0.3605
66,"""What is the proportion of theories from other disciplines, from other disciplines with adaptions for the SE and RE, and from SE and RE itself?""",How do different industries rank the importance of RE activities?,0.3961
67,"""How has the proportion of theories from other disciplines, from other disciplines with adaptions for the SE (RE), and from SE (RE) itself evolved over time?""",How do different industries vary in their adoption of RE practices?,0.374
68,How many theories from the SE and RE are there?,What are the main factors contributing to the success of RE processes?,0.3778
69,How has the number of theories from SE and RE evolved over time?,How have the RE process standards evolved over the years according to studies?,0.3105
70,"""On which levels of sophistication are the theories from SE and RE? (level 1, level 2, or level 3 defined in Sjøberg et al. [1])""",How have the RE process standards evolved over the years according to studies?,0.3392
71,What is the proportion of each of the three levels of sophistication for theories from SE and RE?,What are the main factors contributing to the success of RE processes?,0.3865
72,How has the proportion of each of the three levels of sophistication for theories from SE and RE evolved over time?,How have the RE process standards evolved over the years according to studies?,0.282
73,"""Do the authors use standards to describe the theories incorporated (used, tested, modified, formulated)?""",How widely is the explicit requirements documentation being adopted in the industry?,0.434
74,How often are standards used to describe the theories incorporated?,How widely is the explicit requirements documentation being adopted in the industry?,0.4873
75,How has the use of standards to describe the theories incorporated evolved over time?,How have the RE process standards evolved over the years according to studies?,0.4667
76,Do the authors refer to a reference (website or systematic review) that systematizes and characterizes the theory incorporated?,What are the best practices for RE identified in empirical studies?,0.3525
