,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,How are the findings from empirical RE studies used to inform practice?,0.6046
1,How often are which empirical methods used over time?,What methods are used to gather data in empirical RE studies?,0.6532
2,Which sub-fields of SE and RE do the empirical studies cover over time?,What methods are used to gather data in empirical RE studies?,0.7003
3, How do the authors justify the lack of a proper study?,How are the findings from empirical RE studies used to inform practice?,0.5
4,How has the proportion of papers that do not have an empirical study evolved over time?,How are the findings from empirical RE studies used to inform practice?,0.5335
5,How many empirical studies are by authors working for large software development companies?,How are the findings from empirical RE studies used to inform practice?,0.5385
6,How has the proportion of studies by authors working for large software development companies evolved over time?,How has the importance of RE evolved in IT project success over the years?,0.5417
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",How has the importance of RE evolved in IT project success over the years?,0.5615
8,How do the authors justify the selection and combination of empirical methods and design elements?,How do different empirical methods contribute to understanding RE practices?,0.5457
9,How often are which empirical methods used?,What methods are used to gather data in empirical RE studies?,0.6703
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",How are the findings from empirical RE studies used to inform practice?,0.5772
11,How has the proportion of replications evolved over time?,What are the main reasons for the low adoption rate of some RE practices?,0.3626
12,How has the use of triangulation for research design evolved over time?,How has the importance of RE evolved in IT project success over the years?,0.4006
13,How often are those who conduct the studies also the authors of the papers?,What are the main patterns of RE practice usage identified in large studies?,0.4177
14,How do the authors justify preventing bias in the study results?,What are the main challenges in synthesizing evidence from different RE studies?,0.4726
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,What are the main lessons learned from empirical studies on RE practices?,0.4658
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,How has the adoption of RE practices evolved over the years in different industries?,0.6255
17,How often are which statistical methods used?,What methods are used to gather data in empirical RE studies?,0.5168
18,How has the use of statistical methods evolved over time?,What methods are used to gather data in empirical RE studies?,0.4264
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,How do empirical studies address the issue of fluctuating and conflicting requirements?,0.4066
20,How has the definition of the population evolved over time?,How has the importance of RE evolved in IT project success over the years?,0.3114
21,How has the use of power analysis and effect size estimation evolved over time?,What are the main findings from studies on the impact of RE on project productivity?,0.3303
22,How has the reporting of threats to validity evolved over time?,What are the main challenges in synthesizing evidence from different RE studies?,0.3608
23,What types of threats to validity do the authors report?,What are the main challenges in synthesizing evidence from different RE studies?,0.4252
24,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,What are the benefits of empirical research in understanding RE practices?,0.4694
25,How have the proportions of case studies and action research in the empirical methods used evolved over time?,How do case studies contribute to understanding RE practices in specific industries?,0.5879
26,How has the reporting of the subjects evolved over time?,How are the findings from empirical RE studies used to inform practice?,0.4101
27,How has the reporting of the objects of study / treatments evolved over time?,How are the findings from empirical RE studies used to inform practice?,0.5478
28,How has the reporting of the tasks evolved over time?,What are the main improvements identified in RE processes over time?,0.4695
29,How has the reporting of the setting evolved over time?,How has the adoption of RE practices evolved over the years in different industries?,0.3869
30,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,What are the key findings from studies on RE process standardization?,0.4733
31,How has the the reporting of the population evolved over time?,How has the importance of RE evolved in IT project success over the years?,0.3746
32,How has the reporting of the context evolved over time?,How do empirical studies on RE address the issue of context variability?,0.5734
33,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,How do empirical studies on RE address the issue of context variability?,0.4529
34,Do the authors exlain WHEN their apporach is better than others in a selected context with specific characteristics?,How do empirical studies on RE address the issue of context variability?,0.4444
35,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,How do empirical studies on RE address the issue of context variability?,0.4919
36,Do the authors report the selected context of their study with specific characteristics?,How are the findings from empirical RE studies used to inform practice?,0.5571
37,Does the research design allow for efficient reuse of study (results) by other researchers?,What are the advantages of conducting empirical research on RE practices?,0.5641
38,"""How has the provision of data (the materials used, raw data collected, and study results identified) evolved over time?""",What methods are used to gather data in empirical RE studies?,0.493
39,How has the reporting of research questions and answers evolved over time?,How are the findings from empirical RE studies used to inform practice?,0.4196
