,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What types of user tasks are supported by interactive systems?,0.7557
1,What is an interactive software system?,What types of user tasks are supported by interactive systems?,0.7335
2,What is a complex interactive computer system?,What types of user tasks are supported by interactive systems?,0.6696
3,What does make up the user interface of an interactive computer system?,What types of user tasks are supported by interactive systems?,0.7392
4,What is a User?,What types of user tasks are supported by interactive systems?,0.4306
5,How can a user interact in human–computer interactions?,What constitutes a human-computer interaction event?,0.7285
6,"Considering intentionality, how can a user interact with an interactive computer system?",What types of user tasks are supported by interactive systems?,0.6501
7,Why does a user intentionally interact with an interactive computer system?,What types of user tasks are supported by interactive systems?,0.6462
8,What does make up a complex user participation?,What are the common challenges in designing for different user populations?,0.5196
9,What is a human–computer interaction?,What constitutes a human-computer interaction event?,0.7976
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What constitutes a human-computer interaction event?,0.5411
11,How is a user input processed by an interactive computer system?,What types of user tasks are supported by interactive systems?,0.6605
12,How does a user receive an output from an interactive computer system?,What types of user tasks are supported by interactive systems?,0.5844
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What kinds of input devices are used in human-computer interaction?,0.626
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What constitutes a human-computer interaction event?,0.5268
