,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary components of a Human-Computer Interaction system?,0.7025
1,What is an interactive software system?,What are the primary components of a Human-Computer Interaction system?,0.6053
2,What is a complex interactive computer system?,What are the primary components of a Human-Computer Interaction system?,0.7061
3,What does make up the user interface of an interactive computer system?,What are the primary components of a Human-Computer Interaction system?,0.7393
4,What is a User?,"How do different user groups (e.g., novice vs",0.5175
5,How can a user interact in human–computer interactions?,What are the fundamental principles of Human-Computer Interaction?,0.7389
6,"Considering intentionality, how can a user interact with an interactive computer system?",How do users interact with different types of user interfaces?,0.5969
7,Why does a user intentionally interact with an interactive computer system?,How do users interact with different types of user interfaces?,0.5932
8,What does make up a complex user participation?,"How do different user groups (e.g., novice vs",0.5636
9,What is a human–computer interaction?,What are the fundamental principles of Human-Computer Interaction?,0.7629
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do users interact with different types of user interfaces?,0.5077
11,How is a user input processed by an interactive computer system?,What are the primary components of a Human-Computer Interaction system?,0.5778
12,How does a user receive an output from an interactive computer system?,What are the primary components of a Human-Computer Interaction system?,0.4783
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the primary components of a Human-Computer Interaction system?,0.5575
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How is task analysis performed in the context of HCI?,0.5303
