,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary components in a Human-Computer Interaction system?,0.6806
1,What is an interactive software system?,What are the primary components in a Human-Computer Interaction system?,0.587
2,What is a complex interactive computer system?,What are the primary components in a Human-Computer Interaction system?,0.6891
3,What does make up the user interface of an interactive computer system?,What are the primary components in a Human-Computer Interaction system?,0.7248
4,What is a User?,What are the main types of interactions between users and computers?,0.4838
5,How can a user interact in human–computer interactions?,What are the main types of interactions between users and computers?,0.7775
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the main types of interactions between users and computers?,0.6231
7,Why does a user intentionally interact with an interactive computer system?,What are the main types of interactions between users and computers?,0.6524
8,What does make up a complex user participation?,What are the main types of interactions between users and computers?,0.5242
9,What is a human–computer interaction?,What are the primary components in a Human-Computer Interaction system?,0.7056
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the main types of interactions between users and computers?,0.572
11,How is a user input processed by an interactive computer system?,What are the primary components in a Human-Computer Interaction system?,0.5661
12,How does a user receive an output from an interactive computer system?,What are the main types of interactions between users and computers?,0.5354
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the primary components in a Human-Computer Interaction system?,0.5516
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How is usability measured in Human-Computer Interaction?,0.5931
