,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary types of user interfaces in human-computer interaction?,0.6009
1,What is an interactive software system?,How do users interact with graphical user interfaces?,0.5668
2,What is a complex interactive computer system?,What are the primary types of user interfaces in human-computer interaction?,0.6085
3,What does make up the user interface of an interactive computer system?,How do users interact with graphical user interfaces?,0.7283
4,What is a User?,How do users interact with graphical user interfaces?,0.4535
5,How can a user interact in human–computer interactions?,How do users interact with graphical user interfaces?,0.7983
6,"Considering intentionality, how can a user interact with an interactive computer system?",How do users interact with graphical user interfaces?,0.6685
7,Why does a user intentionally interact with an interactive computer system?,How do users interact with graphical user interfaces?,0.6586
8,What does make up a complex user participation?,What are the stages of user-centered design in HCI?,0.5065
9,What is a human–computer interaction?,What are the primary types of user interfaces in human-computer interaction?,0.7146
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do users interact with graphical user interfaces?,0.5571
11,How is a user input processed by an interactive computer system?,How do users interact with graphical user interfaces?,0.6195
12,How does a user receive an output from an interactive computer system?,How do users interact with graphical user interfaces?,0.5336
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How do users interact with graphical user interfaces?,0.6025
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What methods are commonly used to evaluate usability in HCI?,0.4879
