,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary roles involved in Human-Computer Interaction?,0.6276
1,What is an interactive software system?,What types of human activities are supported by computer systems in HCI?,0.5471
2,What is a complex interactive computer system?,What types of human activities are supported by computer systems in HCI?,0.6553
3,What does make up the user interface of an interactive computer system?,What are the essential components of a human-computer interface?,0.7357
4,What is a User?,What cognitive models are applied in HCI to understand user behavior?,0.3645
5,How can a user interact in human–computer interactions?,What are the primary roles involved in Human-Computer Interaction?,0.7489
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the primary roles involved in Human-Computer Interaction?,0.5524
7,Why does a user intentionally interact with an interactive computer system?,What are the primary roles involved in Human-Computer Interaction?,0.5636
8,What does make up a complex user participation?,What are the primary roles involved in Human-Computer Interaction?,0.5259
9,What is a human–computer interaction?,What are the primary roles involved in Human-Computer Interaction?,0.7791
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the primary roles involved in Human-Computer Interaction?,0.5476
11,How is a user input processed by an interactive computer system?,What are the primary roles involved in Human-Computer Interaction?,0.5544
12,How does a user receive an output from an interactive computer system?,What role does feedback play in the interaction cycle between the user and the system?,0.5351
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What role does feedback play in the interaction cycle between the user and the system?,0.5731
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the distinct stages involved in the design and evaluation of user interfaces?,0.5171
