,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary components of Human-Computer Interaction?,0.6309
1,What is an interactive software system?,What are the primary components of Human-Computer Interaction?,0.5294
2,What is a complex interactive computer system?,What are the primary components of Human-Computer Interaction?,0.6431
3,What does make up the user interface of an interactive computer system?,What are the primary components of Human-Computer Interaction?,0.6783
4,What is a User?,How are users categorized within the HCI domain?,0.4583
5,How can a user interact in human–computer interactions?,What are the primary components of Human-Computer Interaction?,0.7131
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the primary components of Human-Computer Interaction?,0.5496
7,Why does a user intentionally interact with an interactive computer system?,What are the primary components of Human-Computer Interaction?,0.5493
8,What does make up a complex user participation?,What are the primary components of Human-Computer Interaction?,0.4729
9,What is a human–computer interaction?,What are the primary components of Human-Computer Interaction?,0.7642
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the primary components of Human-Computer Interaction?,0.4826
11,How is a user input processed by an interactive computer system?,What are the primary components of Human-Computer Interaction?,0.52
12,How does a user receive an output from an interactive computer system?,What are the primary components of Human-Computer Interaction?,0.406
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the primary components of Human-Computer Interaction?,0.4931
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How is task analysis performed in HCI?,0.5245
