,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary components of a human-computer interaction system?,0.7025
1,What is an interactive software system?,What are the primary components of a human-computer interaction system?,0.6053
2,What is a complex interactive computer system?,What are the primary components of a human-computer interaction system?,0.7061
3,What does make up the user interface of an interactive computer system?,What are the primary components of a human-computer interaction system?,0.7393
4,What is a User?,How does a system ensure accessibility for all users?,0.3735
5,How can a user interact in human–computer interactions?,What are the primary components of a human-computer interaction system?,0.6884
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the primary components of a human-computer interaction system?,0.5729
7,Why does a user intentionally interact with an interactive computer system?,What are the primary components of a human-computer interaction system?,0.5778
8,What does make up a complex user participation?,What are the common user goals and tasks in HCI?,0.5195
9,What is a human–computer interaction?,What are the primary components of a human-computer interaction system?,0.7371
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do cultural differences impact human-computer interaction?,0.4672
11,How is a user input processed by an interactive computer system?,How does a system capture user input?,0.7991
12,How does a user receive an output from an interactive computer system?,How does a system capture user input?,0.7713
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How does a system capture user input?,0.7913
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the common user goals and tasks in HCI?,0.5697
