,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What principles guide the development of interactive systems?,0.7125
1,What is an interactive software system?,What principles guide the development of interactive systems?,0.6873
2,What is a complex interactive computer system?,What principles guide the development of interactive systems?,0.6907
3,What does make up the user interface of an interactive computer system?,What are the main components that make up a computer interface?,0.7076
4,What is a User?,How do different types of users affect the design of HCI systems?,0.4069
5,How can a user interact in human–computer interactions?,What technologies are commonly used to support interaction between humans and computers?,0.7134
6,"Considering intentionality, how can a user interact with an interactive computer system?",How are feedback and user input managed in interactive systems?,0.5885
7,Why does a user intentionally interact with an interactive computer system?,How are feedback and user input managed in interactive systems?,0.6341
8,What does make up a complex user participation?,What does user-centered design entail in the context of HCI?,0.5104
9,What is a human–computer interaction?,What is the definition of Human-Computer Interaction (HCI)?,0.8431
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do different types of users affect the design of HCI systems?,0.4563
11,How is a user input processed by an interactive computer system?,How are feedback and user input managed in interactive systems?,0.7899
12,How does a user receive an output from an interactive computer system?,How are feedback and user input managed in interactive systems?,0.6702
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How are feedback and user input managed in interactive systems?,0.7702
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What is the definition of Human-Computer Interaction (HCI)?,0.4912
