,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How is feedback provided to users in interactive systems?,0.6481
1,What is an interactive software system?,How is feedback provided to users in interactive systems?,0.6518
2,What is a complex interactive computer system?,What are the primary components involved in human-computer interaction?,0.638
3,What does make up the user interface of an interactive computer system?,What types of user interfaces exist in human-computer interaction?,0.7293
4,What is a User?,How is feedback provided to users in interactive systems?,0.3462
5,How can a user interact in human–computer interactions?,What types of user interfaces exist in human-computer interaction?,0.7296
6,"Considering intentionality, how can a user interact with an interactive computer system?",How is feedback provided to users in interactive systems?,0.5893
7,Why does a user intentionally interact with an interactive computer system?,How is feedback provided to users in interactive systems?,0.6387
8,What does make up a complex user participation?,What are the primary components involved in human-computer interaction?,0.4809
9,What is a human–computer interaction?,What are the primary components involved in human-computer interaction?,0.753
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How is feedback provided to users in interactive systems?,0.5179
11,How is a user input processed by an interactive computer system?,How is feedback provided to users in interactive systems?,0.6623
12,How does a user receive an output from an interactive computer system?,How is feedback provided to users in interactive systems?,0.6451
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How is feedback provided to users in interactive systems?,0.6671
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How is user satisfaction quantified in HCI studies?,0.5223
