,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary components of a human-computer interface?,0.6206
1,What is an interactive software system?,How do users form mental models of computer systems?,0.5703
2,What is a complex interactive computer system?,What are the stages involved in the interaction cycle between humans and computers?,0.6515
3,What does make up the user interface of an interactive computer system?,What are the primary components of a human-computer interface?,0.745
4,What is a User?,How do users interact with different types of user interfaces?,0.4288
5,How can a user interact in human–computer interactions?,How do users interact with different types of user interfaces?,0.7282
6,"Considering intentionality, how can a user interact with an interactive computer system?",How do users form mental models of computer systems?,0.6102
7,Why does a user intentionally interact with an interactive computer system?,How do users interact with different types of user interfaces?,0.5932
8,What does make up a complex user participation?,What cognitive models are used to understand user behavior in HCI?,0.5037
9,What is a human–computer interaction?,What are the stages involved in the interaction cycle between humans and computers?,0.6943
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do users interact with different types of user interfaces?,0.5077
11,How is a user input processed by an interactive computer system?,How do users form mental models of computer systems?,0.5953
12,How does a user receive an output from an interactive computer system?,What types of feedback do computer systems provide to users?,0.5663
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How do users form mental models of computer systems?,0.5863
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How is user satisfaction measured in the context of human-computer interaction?,0.6298
