,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary components of a human-computer interaction system?,0.7025
1,What is an interactive software system?,What are the primary components of a human-computer interaction system?,0.6053
2,What is a complex interactive computer system?,What are the primary components of a human-computer interaction system?,0.7061
3,What does make up the user interface of an interactive computer system?,How do users perceive and interact with computer interfaces?,0.7655
4,What is a User?,How is user experience (UX) defined and measured?,0.3506
5,How can a user interact in human–computer interactions?,How do users perceive and interact with computer interfaces?,0.7734
6,"Considering intentionality, how can a user interact with an interactive computer system?",How do users perceive and interact with computer interfaces?,0.6831
7,Why does a user intentionally interact with an interactive computer system?,How do users perceive and interact with computer interfaces?,0.6661
8,What does make up a complex user participation?,What cognitive factors influence user interaction with computer systems?,0.4804
9,What is a human–computer interaction?,What are the primary components of a human-computer interaction system?,0.7371
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What cognitive factors influence user interaction with computer systems?,0.5489
11,How is a user input processed by an interactive computer system?,How do users perceive and interact with computer interfaces?,0.5824
12,How does a user receive an output from an interactive computer system?,How do users perceive and interact with computer interfaces?,0.5157
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How do users perceive and interact with computer interfaces?,0.5714
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How is user experience (UX) defined and measured?,0.4908
