,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary components that constitute a human-computer interaction system?,0.7124
1,What is an interactive software system?,What are the primary components that constitute a human-computer interaction system?,0.6091
2,What is a complex interactive computer system?,What are the primary components that constitute a human-computer interaction system?,0.7222
3,What does make up the user interface of an interactive computer system?,What are the primary components that constitute a human-computer interaction system?,0.7353
4,What is a User?,How is feedback from users collected and analyzed in the context of HCI research?,0.3154
5,How can a user interact in human–computer interactions?,What types of interactions occur between humans and computer systems?,0.7652
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the key cognitive processes involved in human interaction with computer systems?,0.6145
7,Why does a user intentionally interact with an interactive computer system?,What types of interactions occur between humans and computer systems?,0.6206
8,What does make up a complex user participation?,How are user goals and tasks represented and modeled in HCI systems?,0.4902
9,What is a human–computer interaction?,What are the primary components that constitute a human-computer interaction system?,0.7818
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do cultural and social factors influence human-computer interaction?,0.5244
11,How is a user input processed by an interactive computer system?,What are the key cognitive processes involved in human interaction with computer systems?,0.6032
12,How does a user receive an output from an interactive computer system?,What types of interactions occur between humans and computer systems?,0.5203
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the key cognitive processes involved in human interaction with computer systems?,0.585
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How are user goals and tasks represented and modeled in HCI systems?,0.6054
