,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How do users interact with computer systems in various contexts?,0.6957
1,What is an interactive software system?,How can interactive systems be designed to support collaborative activities?,0.6657
2,What is a complex interactive computer system?,What are the primary components that make up a human-computer interaction system?,0.705
3,What does make up the user interface of an interactive computer system?,What are the primary components that make up a human-computer interaction system?,0.745
4,What is a User?,How do users interact with computer systems in various contexts?,0.4973
5,How can a user interact in human–computer interactions?,How do users interact with computer systems in various contexts?,0.7876
6,"Considering intentionality, how can a user interact with an interactive computer system?",How do users interact with computer systems in various contexts?,0.7458
7,Why does a user intentionally interact with an interactive computer system?,How do users interact with computer systems in various contexts?,0.7546
8,What does make up a complex user participation?,How can interactive systems be designed to support collaborative activities?,0.553
9,What is a human–computer interaction?,What are the primary components that make up a human-computer interaction system?,0.7372
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What cognitive processes are involved when users interact with computer systems?,0.5855
11,How is a user input processed by an interactive computer system?,How do users interact with computer systems in various contexts?,0.6689
12,How does a user receive an output from an interactive computer system?,How do users interact with computer systems in various contexts?,0.6415
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How do users interact with computer systems in various contexts?,0.6574
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How is usability measured in HCI?,0.5052
