,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How do humans interact with computer systems?,0.7221
1,What is an interactive software system?,How do humans interact with computer systems?,0.6184
2,What is a complex interactive computer system?,How do humans interact with computer systems?,0.7305
3,What does make up the user interface of an interactive computer system?,How do humans interact with computer systems?,0.7269
4,What is a User?,What is the process of user-centered design?,0.3803
5,How can a user interact in human–computer interactions?,How do humans interact with computer systems?,0.8373
6,"Considering intentionality, how can a user interact with an interactive computer system?",How do humans interact with computer systems?,0.7048
7,Why does a user intentionally interact with an interactive computer system?,How do humans interact with computer systems?,0.7019
8,What does make up a complex user participation?,What is the process of user-centered design?,0.5496
9,What is a human–computer interaction?,What is the definition of Human-Computer Interaction?,0.9402
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do humans interact with computer systems?,0.5288
11,How is a user input processed by an interactive computer system?,How do humans interact with computer systems?,0.6717
12,How does a user receive an output from an interactive computer system?,How do humans interact with computer systems?,0.6106
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How do humans interact with computer systems?,0.6557
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What is the definition of Human-Computer Interaction?,0.5397
