,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What interaction techniques are commonly used in human-computer interaction?,0.6085
1,What is an interactive software system?,How is user feedback integrated into the development of HCI systems?,0.5515
2,What is a complex interactive computer system?,What are the main paradigms of interaction in HCI?,0.6377
3,What does make up the user interface of an interactive computer system?,What are the key components involved in human-computer interaction?,0.6696
4,What is a User?,What are the different types of user interfaces in HCI?,0.3269
5,How can a user interact in human–computer interactions?,What interaction techniques are commonly used in human-computer interaction?,0.781
6,"Considering intentionality, how can a user interact with an interactive computer system?",What interaction techniques are commonly used in human-computer interaction?,0.5501
7,Why does a user intentionally interact with an interactive computer system?,What interaction techniques are commonly used in human-computer interaction?,0.5511
8,What does make up a complex user participation?,What are the key components involved in human-computer interaction?,0.472
9,What is a human–computer interaction?,What are the key components involved in human-computer interaction?,0.7543
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the key components involved in human-computer interaction?,0.4874
11,How is a user input processed by an interactive computer system?,What are the key components involved in human-computer interaction?,0.5433
12,How does a user receive an output from an interactive computer system?,How is user feedback integrated into the development of HCI systems?,0.495
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the key components involved in human-computer interaction?,0.5169
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the strategies for evaluating the effectiveness of HCI systems?,0.5147
