,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How do users interact with computer systems?,0.7287
1,What is an interactive software system?,How do users interact with computer systems?,0.6418
2,What is a complex interactive computer system?,What are the fundamental components of Human-Computer Interaction?,0.6801
3,What does make up the user interface of an interactive computer system?,How do users interact with computer systems?,0.7528
4,What is a User?,How do users interact with computer systems?,0.5106
5,How can a user interact in human–computer interactions?,How do users interact with computer systems?,0.8183
6,"Considering intentionality, how can a user interact with an interactive computer system?",How do users interact with computer systems?,0.7603
7,Why does a user intentionally interact with an interactive computer system?,How do users interact with computer systems?,0.7742
8,What does make up a complex user participation?,How do users interact with computer systems?,0.5346
9,What is a human–computer interaction?,What are the fundamental components of Human-Computer Interaction?,0.8051
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do users interact with computer systems?,0.5985
11,How is a user input processed by an interactive computer system?,How do users interact with computer systems?,0.7141
12,How does a user receive an output from an interactive computer system?,How do users interact with computer systems?,0.6822
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How do users interact with computer systems?,0.6998
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What methods are used to evaluate user interfaces?,0.5183
