,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,How can the number of empirical studies in software engineering be increased?,0.698
1,How often are which empirical methods used over time?,What are the most common empirical methods used in software engineering?,0.707
2,Which sub-fields of SE and RE do the empirical studies cover over time?,How are empirical SE research findings disseminated?,0.7156
3, How do the authors justify the lack of a proper study?,What are the common threats to the validity of empirical SE studies?,0.5298
4,How has the proportion of papers that do not have an empirical study evolved over time?,How can the number of empirical studies in software engineering be increased?,0.6185
5,How many empirical studies are by authors working for large software development companies?,How can the number of empirical studies in software engineering be increased?,0.8058
6,How has the proportion of studies by authors working for large software development companies evolved over time?,How can the number of empirical studies in software engineering be increased?,0.7058
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",How do empirical studies in SE handle technological advancements and changes?,0.53
8,How do the authors justify the selection and combination of empirical methods and design elements?,What are the key considerations for selecting empirical methods in SE research?,0.7465
9,How often are which empirical methods used?,What are the most common empirical methods used in software engineering?,0.7774
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",What are the theoretical underpinnings of empirical research methods in SE?,0.684
11,How has the proportion of replications evolved over time?,How can empirical studies in software engineering be replicated?,0.3795
12,How has the use of triangulation for research design evolved over time?,What are the theoretical underpinnings of empirical research methods in SE?,0.3868
13,How often are those who conduct the studies also the authors of the papers?,How many high-quality empirical studies are needed annually to support SE practices?,0.4681
14,How do the authors justify preventing bias in the study results?,How can empirical SE studies be designed to minimize bias?,0.6642
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,How can empirical studies in software engineering be replicated?,0.4615
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,How can empirical methods in SE better support industry decisions?,0.5661
17,How often are which statistical methods used?,What are the most common empirical methods used in software engineering?,0.5801
18,How has the use of statistical methods evolved over time?,How have empirical methods in software engineering evolved since the 1970s?,0.6091
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,What are the limitations of current empirical methods in SE research?,0.593
20,How has the definition of the population evolved over time?,How have empirical methods in software engineering evolved since the 1970s?,0.2631
21,How has the use of power analysis and effect size estimation evolved over time?,How is the relevance of empirical studies in software engineering measured?,0.4155
22,How has the reporting of threats to validity evolved over time?,What are the common threats to the validity of empirical SE studies?,0.5566
23,What types of threats to validity do the authors report?,What are the common threats to the validity of empirical SE studies?,0.6359
24,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,How do empirical studies contribute to the validation of SE theories?,0.6213
25,How have the proportions of case studies and action research in the empirical methods used evolved over time?,What is the role of case studies in empirical software engineering?,0.6757
26,How has the reporting of the subjects evolved over time?,How are empirical SE research findings disseminated?,0.4396
27,How has the reporting of the objects of study / treatments evolved over time?,What are the benefits of using systematic observation in SE research?,0.5247
28,How has the reporting of the tasks evolved over time?,How do empirical studies in SE contribute to process improvement?,0.4772
