,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,What are some examples of empirical SE studies that have significantly impacted the field?,0.6836
1,How often are which empirical methods used over time?,What empirical methods are commonly used in SE research?,0.7307
2,Which sub-fields of SE and RE do the empirical studies cover over time?,What are some examples of empirical SE studies that have significantly impacted the field?,0.7905
3, How do the authors justify the lack of a proper study?,What are the critical skills needed to conduct high-quality empirical studies in SE?,0.5293
4,How has the proportion of papers that do not have an empirical study evolved over time?,What are some examples of empirical SE studies that have significantly impacted the field?,0.5765
5,How many empirical studies are by authors working for large software development companies?,What are the key challenges in increasing the number of empirical studies in Software Engineering (SE)?,0.7203
6,How has the proportion of studies by authors working for large software development companies evolved over time?,What are the key challenges in increasing the number of empirical studies in Software Engineering (SE)?,0.6187
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",What are some examples of empirical SE studies that have significantly impacted the field?,0.4996
8,How do the authors justify the selection and combination of empirical methods and design elements?,What is the vision of empirical methods in SE for the future (2020-2025)?,0.7002
9,How often are which empirical methods used?,What empirical methods are commonly used in SE research?,0.7929
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",What are the primary approaches to empirical research in SE?,0.666
11,How has the proportion of replications evolved over time?,How can SE empirical studies be made more robust through triangulation and replications?,0.4537
12,How has the use of triangulation for research design evolved over time?,How can SE empirical studies be made more robust through triangulation and replications?,0.6583
13,How often are those who conduct the studies also the authors of the papers?,What are the main types of empirical studies conducted in SE?,0.4776
14,How do the authors justify preventing bias in the study results?,What are some common biases in empirical SE research and how can they be mitigated?,0.6554
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,How do controlled experiments contribute to empirical SE?,0.4287
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,How can the use of empirical methods in the software industry be increased?,0.5453
17,How often are which statistical methods used?,What role do statistical methods play in empirical SE research?,0.6619
18,How has the use of statistical methods evolved over time?,What role do statistical methods play in empirical SE research?,0.7033
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,What role do statistical methods play in empirical SE research?,0.6368
20,How has the definition of the population evolved over time?,How can SE empirical studies be made more robust through triangulation and replications?,0.2456
21,How has the use of power analysis and effect size estimation evolved over time?,What is the importance of power analysis and effect size estimation in SE?,0.8878
22,How has the reporting of threats to validity evolved over time?,What are some common threats to the validity of empirical SE studies?,0.5488
23,What types of threats to validity do the authors report?,What are some common threats to the validity of empirical SE studies?,0.6325
24,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,What are the main theories of the scientific method relevant to SE?,0.5932
25,How have the proportions of case studies and action research in the empirical methods used evolved over time?,How can case studies and action research be conducted more effectively in SE?,0.7045
26,How has the reporting of the subjects evolved over time?,How can the impact of exploratory SE studies be evaluated?,0.4717
27,How has the reporting of the objects of study / treatments evolved over time?,How can the impact of exploratory SE studies be evaluated?,0.4992
28,How has the reporting of the tasks evolved over time?,What are some challenges in conducting longitudinal empirical SE studies?,0.4116
29,How has the reporting of the setting evolved over time?,How can the results of empirical SE studies be effectively communicated to stakeholders?,0.3917
30,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,How can systematic reviews inform SE empirical research guidelines?,0.5183
31,How has the the reporting of the population evolved over time?,How can the credibility of empirical SE studies be improved?,0.3755
32,How has the reporting of the context evolved over time?,How can the impact of exploratory SE studies be evaluated?,0.379
33,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,What are some common biases in empirical SE research and how can they be mitigated?,0.355
34,Do the authors exlain WHEN their apporach is better than others in a selected context with specific characteristics?,How can the impact of exploratory SE studies be evaluated?,0.3439
35,Do the authors exlain HOW their apporach is better than others in a selected context with specific characteristics?,What empirical methods are commonly used in SE research?,0.3819
36,Do the authors report the selected context of their study with specific characteristics?,What are the main types of empirical studies conducted in SE?,0.5581
37,Does the research design allow for efficient reuse of study (results) by other researchers?,How can the impact of exploratory SE studies be evaluated?,0.4628
