,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,How has the use of empirical methods in SE evolved since the 1970s?,0.7036
1,How often are which empirical methods used over time?,How has the use of empirical methods in SE evolved since the 1970s?,0.7821
2,Which sub-fields of SE and RE do the empirical studies cover over time?,What are the emerging trends in empirical methods for SE research?,0.7373
3, How do the authors justify the lack of a proper study?,What are the implications of low-quality empirical studies in SE?,0.5695
4,How has the proportion of papers that do not have an empirical study evolved over time?,How has the use of empirical methods in SE evolved since the 1970s?,0.5996
5,How many empirical studies are by authors working for large software development companies?,What empirical methods have been historically used in Software Engineering (SE) research?,0.6851
6,How has the proportion of studies by authors working for large software development companies evolved over time?,How can empirical SE studies be better integrated into the software development lifecycle?,0.6101
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",What are the emerging trends in empirical methods for SE research?,0.533
8,How do the authors justify the selection and combination of empirical methods and design elements?,How has the use of empirical methods in SE evolved since the 1970s?,0.7248
9,How often are which empirical methods used?,How has the use of empirical methods in SE evolved since the 1970s?,0.7876
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",What are the emerging trends in empirical methods for SE research?,0.6746
11,How has the proportion of replications evolved over time?,How can replication studies be better promoted and conducted in the empirical SE research community?,0.5139
12,How has the use of triangulation for research design evolved over time?,What are the key elements of a robust empirical research design in SE?,0.4182
13,How often are those who conduct the studies also the authors of the papers?,What are the major challenges in applying empirical methods to SE research as identified by prominent scholars?,0.418
14,How do the authors justify preventing bias in the study results?,What are the common sources of bias in empirical SE studies?,0.704
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,How can novice researchers be trained in empirical SE methods?,0.4595
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,What are the emerging trends in empirical methods for SE research?,0.5614
17,How often are which statistical methods used?,How has the use of empirical methods in SE evolved since the 1970s?,0.5601
18,How has the use of statistical methods evolved over time?,How has the use of empirical methods in SE evolved since the 1970s?,0.6933
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,What are the common limitations of empirical research methodologies in SE?,0.5744
20,How has the definition of the population evolved over time?,How has the use of empirical methods in SE evolved since the 1970s?,0.3191
21,How has the use of power analysis and effect size estimation evolved over time?,How has the use of empirical methods in SE evolved since the 1970s?,0.3991
22,How has the reporting of threats to validity evolved over time?,What are the main threats to validity in empirical SE studies?,0.6017
23,What types of threats to validity do the authors report?,What are the main threats to validity in empirical SE studies?,0.6938
24,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,How can empirical SE research be synthesized to build and test theories?,0.5375
25,How have the proportions of case studies and action research in the empirical methods used evolved over time?,How has the use of empirical methods in SE evolved since the 1970s?,0.6823
26,How has the reporting of the subjects evolved over time?,What are the challenges in conducting longitudinal empirical studies in SE?,0.4493
27,How has the reporting of the objects of study / treatments evolved over time?,What are the approaches to synthesizing qualitative and quantitative findings in SE research?,0.4887
28,How has the reporting of the tasks evolved over time?,What are the emerging trends in empirical methods for SE research?,0.4305
29,How has the reporting of the setting evolved over time?,What are the approaches to synthesizing qualitative and quantitative findings in SE research?,0.3925
30,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,What are the major findings from systematic reviews in empirical SE research?,0.4961
31,How has the the reporting of the population evolved over time?,What are the emerging trends in empirical methods for SE research?,0.3763
