,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,How can the practical importance of empirical study results be assessed?,0.6729
1,How often are which empirical methods used over time?,What are the current limitations in the use of empirical methods by the software industry?,0.6524
2,Which sub-fields of SE and RE do the empirical studies cover over time?,How should the scope of empirical studies be defined and reported?,0.6442
3, How do the authors justify the lack of a proper study?,How can the practical importance of empirical study results be assessed?,0.5342
4,How has the proportion of papers that do not have an empirical study evolved over time?,How can the practical importance of empirical study results be assessed?,0.5798
5,How many empirical studies are by authors working for large software development companies?,What are the current trends in the number of empirical studies conducted annually in software engineering?,0.7703
6,How has the proportion of studies by authors working for large software development companies evolved over time?,What are the current trends in the number of empirical studies conducted annually in software engineering?,0.6875
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",How can the empirical research community address the challenges of synthesizing evidence?,0.5531
8,How do the authors justify the selection and combination of empirical methods and design elements?,What are the trade-offs among alternative empirical methods in software engineering?,0.6876
9,How often are which empirical methods used?,What are the trade-offs among alternative empirical methods in software engineering?,0.6892
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",How has empirical research in software engineering evolved since the 1970s?,0.6141
11,How has the proportion of replications evolved over time?,How can replication and triangulation be used to achieve robust empirical study results?,0.4636
12,How has the use of triangulation for research design evolved over time?,How can replication and triangulation be used to achieve robust empirical study results?,0.6875
13,How often are those who conduct the studies also the authors of the papers?,How can the competence level of conducting empirical studies be increased?,0.4301
14,How do the authors justify preventing bias in the study results?,How can the practical importance of empirical study results be assessed?,0.5538
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,How has empirical research in software engineering evolved since the 1970s?,0.4647
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,What are the trade-offs among alternative empirical methods in software engineering?,0.5314
17,How often are which statistical methods used?,How should empirical software engineering studies address statistical methods and limitations?,0.5506
18,How has the use of statistical methods evolved over time?,How does the maturity of statistical methods impact empirical software engineering research?,0.5968
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,How should empirical software engineering studies address statistical methods and limitations?,0.583
