,expertCQs,best_genCQs,best_cos_score
0,How has the proportion of empirical studies evolved over time?,How has the quality of empirical studies in SE evolved over the last decade?,0.7916
1,How often are which empirical methods used over time?,How are new empirical methods developed and validated in SE?,0.7205
2,Which sub-fields of SE and RE do the empirical studies cover over time?,What are the most common types of empirical studies conducted in the field of SE?,0.8004
3, How do the authors justify the lack of a proper study?,How does the SE community address the need for more and better empirical studies?,0.5763
4,How has the proportion of papers that do not have an empirical study evolved over time?,How has the quality of empirical studies in SE evolved over the last decade?,0.6889
5,How many empirical studies are by authors working for large software development companies?,How do SE empirical studies address the needs of various software development stakeholders?,0.7262
6,How has the proportion of studies by authors working for large software development companies evolved over time?,How do SE researchers address the heterogeneity of software development environments?,0.6549
7,"""How has building on previous research data and results, including from other disciplines, evolved over time?""",How has the quality of empirical studies in SE evolved over the last decade?,0.6164
8,How do the authors justify the selection and combination of empirical methods and design elements?,How are new empirical methods developed and validated in SE?,0.7438
9,How often are which empirical methods used?,How are new empirical methods developed and validated in SE?,0.7847
10,"""How have the proportions of experiments, secondary research (reviews), surveys, case studies, and action research in the empirical methods used evolved over time?""",What are the most influential empirical studies in the history of SE research?,0.6906
11,How has the proportion of replications evolved over time?,How are empirical SE studies replicated to validate their results?,0.3778
12,How has the use of triangulation for research design evolved over time?,What methods do SE researchers use to triangulate empirical findings?,0.5807
13,How often are those who conduct the studies also the authors of the papers?,What are the most common types of empirical studies conducted in the field of SE?,0.5165
14,How do the authors justify preventing bias in the study results?,What are the main sources of bias in empirical SE research?,0.6852
15,How has the proportion of pure demonstrations (proof of concept) and simple experience reports (lessons learned) evolved over time?,How is evidence from SE empirical studies disseminated to practitioners?,0.4837
16,How has comparing new approaches with relevant alternative approaches used in the industry evolved over time?,How is the effectiveness of different SE technologies evaluated using empirical methods?,0.5207
17,How often are which statistical methods used?,What are the common statistical methods used in empirical SE studies?,0.7444
18,How has the use of statistical methods evolved over time?,What are the common statistical methods used in empirical SE studies?,0.6272
19,Do authors report that assumptions and limitations of statistical methods are met before using them?,What are the common statistical methods used in empirical SE studies?,0.55
20,How has the definition of the population evolved over time?,How has the quality of empirical studies in SE evolved over the last decade?,0.3308
21,How has the use of power analysis and effect size estimation evolved over time?,How do empirical SE studies contribute to the development of SE tools and techniques?,0.3977
22,How has the reporting of threats to validity evolved over time?,How do SE researchers ensure the robustness of their empirical studies?,0.4709
23,What types of threats to validity do the authors report?,How do SE researchers ensure the robustness of their empirical studies?,0.4948
24,How has the use of theories for a diverse and reflective generalization of study results evolved over time?,How do empirical methods inform the development of SE theories?,0.5891
25,How have the proportions of case studies and action research in the empirical methods used evolved over time?,How has the quality of empirical studies in SE evolved over the last decade?,0.6602
26,How has the reporting of the subjects evolved over time?,How has the quality of empirical studies in SE evolved over the last decade?,0.5521
27,How has the reporting of the objects of study / treatments evolved over time?,How has the quality of empirical studies in SE evolved over the last decade?,0.5679
28,How has the reporting of the tasks evolved over time?,How do empirical SE studies contribute to the development of SE tools and techniques?,0.4679
29,How has the reporting of the setting evolved over time?,What are the standard practices for reporting empirical SE research?,0.4492
30,Do the authors synthesize and present the results as checklists or guidelines applicable for industrial users?,How do SE researchers ensure the relevance of their empirical studies to industrial practice?,0.5775
31,How has the the reporting of the population evolved over time?,How has the quality of empirical studies in SE evolved over the last decade?,0.4893
32,How has the reporting of the context evolved over time?,How has the quality of empirical studies in SE evolved over the last decade?,0.4276
33,Do the authors exlain WHY their apporach is better than others in a selected context with specific characteristics?,How do empirical SE studies address the generalizability of their results?,0.3636
