,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the key components of an interactive interface in HCI?,0.6638
1,What is an interactive software system?,What are the key components of an interactive interface in HCI?,0.6445
2,What is a complex interactive computer system?,What entities are involved in human-computer interaction?,0.6691
3,What does make up the user interface of an interactive computer system?,What are the key components of an interactive interface in HCI?,0.7565
4,What is a User?,How does the system adapt to different user capabilities in HCI?,0.3847
5,How can a user interact in human–computer interactions?,What entities are involved in human-computer interaction?,0.7336
6,"Considering intentionality, how can a user interact with an interactive computer system?",What entities are involved in human-computer interaction?,0.5578
7,Why does a user intentionally interact with an interactive computer system?,What entities are involved in human-computer interaction?,0.5548
8,What does make up a complex user participation?,What entities are involved in human-computer interaction?,0.526
9,What is a human–computer interaction?,What entities are involved in human-computer interaction?,0.809
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What entities are involved in human-computer interaction?,0.5268
11,How is a user input processed by an interactive computer system?,What are the key components of an interactive interface in HCI?,0.571
12,How does a user receive an output from an interactive computer system?,What types of user input and output modalities exist in HCI?,0.5182
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What types of user input and output modalities exist in HCI?,0.574
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What entities are involved in human-computer interaction?,0.4908
