,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What types of user capabilities are essential for interacting with ICT systems?,0.5601
1,What is an interactive software system?,What types of user capabilities are essential for interacting with ICT systems?,0.5084
2,What is a complex interactive computer system?,What types of user capabilities are essential for interacting with ICT systems?,0.5462
3,What does make up the user interface of an interactive computer system?,What types of user capabilities are essential for interacting with ICT systems?,0.5922
4,What is a User?,What types of user capabilities are essential for interacting with ICT systems?,0.4321
5,How can a user interact in human–computer interactions?,Which cognitive functions are relevant for user interactions with technology?,0.617
6,"Considering intentionality, how can a user interact with an interactive computer system?",What types of user capabilities are essential for interacting with ICT systems?,0.4947
7,Why does a user intentionally interact with an interactive computer system?,How do activity-centered designs influence user interaction with ICTs？,0.5084
8,What does make up a complex user participation?,How do activity-centered designs influence user interaction with ICTs？,0.5502
9,What is a human–computer interaction?,Which cognitive functions are relevant for user interactions with technology?,0.5572
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do activity-centered designs influence user interaction with ICTs？,0.5527
11,How is a user input processed by an interactive computer system?,What types of user capabilities are essential for interacting with ICT systems?,0.3974
12,How does a user receive an output from an interactive computer system?,What types of user capabilities are essential for interacting with ICT systems?,0.3856
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What types of user capabilities are essential for interacting with ICT systems?,0.3985
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,Which cognitive functions are relevant for user interactions with technology?,0.481
