,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the main concepts and entities involved in Human-Computer Interaction (HCI)?,0.6004
1,What is an interactive software system?,What are the main concepts and entities involved in Human-Computer Interaction (HCI)?,0.5387
2,What is a complex interactive computer system?,What are the main concepts and entities involved in Human-Computer Interaction (HCI)?,0.6668
3,What does make up the user interface of an interactive computer system?,What are the main concepts and entities involved in Human-Computer Interaction (HCI)?,0.6294
4,What is a User?,How can user profiles be represented in an ontology for HCI?,0.4118
5,How can a user interact in human–computer interactions?,What are the main concepts and entities involved in Human-Computer Interaction (HCI)?,0.6662
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the main concepts and entities involved in Human-Computer Interaction (HCI)?,0.4846
7,Why does a user intentionally interact with an interactive computer system?,What are the main concepts and entities involved in Human-Computer Interaction (HCI)?,0.481
8,What does make up a complex user participation?,What are the main concepts and entities involved in Human-Computer Interaction (HCI)?,0.5099
9,What is a human–computer interaction?,What are the main concepts and entities involved in Human-Computer Interaction (HCI)?,0.7768
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What is the role of Activity Theory in modeling user interaction with ICT systems?,0.4876
11,How is a user input processed by an interactive computer system?,What are the main concepts and entities involved in Human-Computer Interaction (HCI)?,0.5001
12,How does a user receive an output from an interactive computer system?,What are the different types of input and output devices used in HCI?,0.4651
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the different types of input and output devices used in HCI?,0.5145
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the main concepts and entities involved in Human-Computer Interaction (HCI)?,0.4712
