,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary components needed to model an interactive system?,0.7396
1,What is an interactive software system?,What are the primary components needed to model an interactive system?,0.6958
2,What is a complex interactive computer system?,What are the primary components needed to model an interactive system?,0.7082
3,What does make up the user interface of an interactive computer system?,What are the essential user characteristics that influence interaction with a computer system?,0.7486
4,What is a User?,What are the essential user characteristics that influence interaction with a computer system?,0.4138
5,How can a user interact in human–computer interactions?,What are the essential user characteristics that influence interaction with a computer system?,0.714
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the essential user characteristics that influence interaction with a computer system?,0.6498
7,Why does a user intentionally interact with an interactive computer system?,What are the essential user characteristics that influence interaction with a computer system?,0.6742
8,What does make up a complex user participation?,What are the essential user characteristics that influence interaction with a computer system?,0.5118
9,What is a human–computer interaction?,What are the essential user characteristics that influence interaction with a computer system?,0.5991
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the essential user characteristics that influence interaction with a computer system?,0.5337
11,How is a user input processed by an interactive computer system?,What are the primary components needed to model an interactive system?,0.6224
12,How does a user receive an output from an interactive computer system?,What are the primary components needed to model an interactive system?,0.5325
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the primary components needed to model an interactive system?,0.6141
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the essential user characteristics that influence interaction with a computer system?,0.4805
