,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the different user characteristics considered in Human-Computer Interaction for adaptive interface design?,0.5188
1,What is an interactive software system?,"What are the primary interaction modes identified in HCI, and how do they affect system design?",0.4619
2,What is a complex interactive computer system?,"What are the primary interaction modes identified in HCI, and how do they affect system design?",0.5656
3,What does make up the user interface of an interactive computer system?,What are the different user characteristics considered in Human-Computer Interaction for adaptive interface design?,0.6721
4,What is a User?,What are the different user characteristics considered in Human-Computer Interaction for adaptive interface design?,0.4168
5,How can a user interact in human–computer interactions?,What are the different user characteristics considered in Human-Computer Interaction for adaptive interface design?,0.6139
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can ontological reasoning and inference be employed to deduce high-level interaction data from raw user inputs?,0.5309
7,Why does a user intentionally interact with an interactive computer system?,How do the principles of accessibility influence the design of interactive systems for users with disabilities?,0.4911
8,What does make up a complex user participation?,How can daily life activities be identified and categorized with respect to user capabilities in HCI?,0.4949
9,What is a human–computer interaction?,"What are the main cognitive, sensory, motor, and speech capabilities involved in user interaction with technology?",0.5914
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the different user characteristics considered in Human-Computer Interaction for adaptive interface design?,0.457
11,How is a user input processed by an interactive computer system?,How can ontological reasoning and inference be employed to deduce high-level interaction data from raw user inputs?,0.5125
12,How does a user receive an output from an interactive computer system?,How can ontological reasoning and inference be employed to deduce high-level interaction data from raw user inputs?,0.4294
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How can ontological reasoning and inference be employed to deduce high-level interaction data from raw user inputs?,0.5027
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the different user characteristics considered in Human-Computer Interaction for adaptive interface design?,0.4473
