,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How can user capabilities influence the design of interactive systems?,0.6292
1,What is an interactive software system?,How can user capabilities influence the design of interactive systems?,0.6162
2,What is a complex interactive computer system?,What types of interaction components exist in human-computer interfaces?,0.6313
3,What does make up the user interface of an interactive computer system?,What types of interaction components exist in human-computer interfaces?,0.7236
4,What is a User?,What are the key characteristics that describe a user's interaction profile?,0.4374
5,How can a user interact in human–computer interactions?,What types of interaction components exist in human-computer interfaces?,0.7185
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can user capabilities influence the design of interactive systems?,0.6124
7,Why does a user intentionally interact with an interactive computer system?,How can user capabilities influence the design of interactive systems?,0.6663
8,What does make up a complex user participation?,How can user capabilities influence the design of interactive systems?,0.5302
9,What is a human–computer interaction?,What types of interaction components exist in human-computer interfaces?,0.7225
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can user capabilities influence the design of interactive systems?,0.5481
11,How is a user input processed by an interactive computer system?,How can the information flow between human and machine systems be described in haptic interactions?,0.5257
12,How does a user receive an output from an interactive computer system?,How can user capabilities influence the design of interactive systems?,0.485
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How can the information flow between human and machine systems be described in haptic interactions?,0.5334
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How can user capabilities influence the design of interactive systems?,0.4788
