,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary types of interactions in Human-Computer Interaction (HCI)?,0.5724
1,What is an interactive software system?,What types of software tools are involved in accessible HCI?,0.5467
2,What is a complex interactive computer system?,What are the primary types of interactions in Human-Computer Interaction (HCI)?,0.6181
3,What does make up the user interface of an interactive computer system?,What are the primary types of interactions in Human-Computer Interaction (HCI)?,0.6187
4,What is a User?,How are user profiles modeled and represented in ontologies?,0.4662
5,How can a user interact in human–computer interactions?,What are the primary types of interactions in Human-Computer Interaction (HCI)?,0.7258
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the primary types of interactions in Human-Computer Interaction (HCI)?,0.5093
7,Why does a user intentionally interact with an interactive computer system?,What are the primary types of interactions in Human-Computer Interaction (HCI)?,0.5249
8,What does make up a complex user participation?,What are the high-level activities and tasks users perform in HCI contexts?,0.5204
9,What is a human–computer interaction?,What are the primary types of interactions in Human-Computer Interaction (HCI)?,0.7229
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the primary types of interactions in Human-Computer Interaction (HCI)?,0.4287
11,How is a user input processed by an interactive computer system?,What are the primary types of interactions in Human-Computer Interaction (HCI)?,0.4876
12,How does a user receive an output from an interactive computer system?,What are the functional and technical characteristics that HCI systems must consider?,0.3924
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the primary types of interactions in Human-Computer Interaction (HCI)?,0.4637
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the high-level activities and tasks users perform in HCI contexts?,0.4155
