,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the main components of a human-computer interaction system?,0.7059
1,What is an interactive software system?,How can multimodality be implemented in an interactive system?,0.6156
2,What is a complex interactive computer system?,What are the main components of a human-computer interaction system?,0.7127
3,What does make up the user interface of an interactive computer system?,What are the main components of a human-computer interaction system?,0.7477
4,What is a User?,How do user characteristics (e.g,0.6235
5,How can a user interact in human–computer interactions?,What are the main components of a human-computer interaction system?,0.6933
6,"Considering intentionality, how can a user interact with an interactive computer system?",How can multimodality be implemented in an interactive system?,0.6083
7,Why does a user intentionally interact with an interactive computer system?,How can systems adapt to user behavior in real-time?,0.5905
8,What does make up a complex user participation?,How do user characteristics (e.g,0.5125
9,What is a human–computer interaction?,What are the main components of a human-computer interaction system?,0.7551
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can systems adapt to user behavior in real-time?,0.4568
11,How is a user input processed by an interactive computer system?,How can multimodality be implemented in an interactive system?,0.611
12,How does a user receive an output from an interactive computer system?,How can multimodality be implemented in an interactive system?,0.5353
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How can multimodality be implemented in an interactive system?,0.5781
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the main components of a human-computer interaction system?,0.4632
