,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the main activities that users can perform when interacting with ICTs?,0.5775
1,What is an interactive software system?,What are the main activities that users can perform when interacting with ICTs?,0.5079
2,What is a complex interactive computer system?,What are the main activities that users can perform when interacting with ICTs?,0.5664
3,What does make up the user interface of an interactive computer system?,What are the main activities that users can perform when interacting with ICTs?,0.5782
4,What is a User?,How can user capabilities be classified in the HCI domain?,0.4207
5,How can a user interact in human–computer interactions?,What are the main activities that users can perform when interacting with ICTs?,0.664
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the main activities that users can perform when interacting with ICTs?,0.5306
7,Why does a user intentionally interact with an interactive computer system?,What are the main activities that users can perform when interacting with ICTs?,0.5437
8,What does make up a complex user participation?,What are the main activities that users can perform when interacting with ICTs?,0.5243
9,What is a human–computer interaction?,What are the main activities that users can perform when interacting with ICTs?,0.5608
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the main activities that users can perform when interacting with ICTs?,0.5367
11,How is a user input processed by an interactive computer system?,How does multimodality support user interaction in HCI?,0.485
12,How does a user receive an output from an interactive computer system?,What are the main activities that users can perform when interacting with ICTs?,0.4293
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How does multimodality support user interaction in HCI?,0.4577
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the main activities that users can perform when interacting with ICTs?,0.414
