,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the main components of a human-computer interaction system?,0.7059
1,What is an interactive software system?,What are the main components of a human-computer interaction system?,0.6108
2,What is a complex interactive computer system?,What are the main components of a human-computer interaction system?,0.7127
3,What does make up the user interface of an interactive computer system?,What are the main components of a human-computer interaction system?,0.7477
4,What is a User?,How does the system represent and manage different user profiles?,0.5493
5,How can a user interact in human–computer interactions?,What are the main components of a human-computer interaction system?,0.6933
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the main components of a human-computer interaction system?,0.5705
7,Why does a user intentionally interact with an interactive computer system?,What are the main components of a human-computer interaction system?,0.581
8,What does make up a complex user participation?,What activities can be performed by users based on their specific capabilities?,0.5089
9,What is a human–computer interaction?,What are the main components of a human-computer interaction system?,0.7551
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What activities can be performed by users based on their specific capabilities?,0.4811
11,How is a user input processed by an interactive computer system?,What types of input and output modalities are available in human-computer interactions?,0.632
12,How does a user receive an output from an interactive computer system?,What types of input and output modalities are available in human-computer interactions?,0.5815
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What types of input and output modalities are available in human-computer interactions?,0.6703
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the main components of a human-computer interaction system?,0.4632
