,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the main characteristics of users interacting with a computing system?,0.6887
1,What is an interactive software system?,How can human activities be characterized and supported by interactive systems?,0.6591
2,What is a complex interactive computer system?,How can human activities be characterized and supported by interactive systems?,0.6757
3,What does make up the user interface of an interactive computer system?,What are the main characteristics of users interacting with a computing system?,0.7285
4,What is a User?,What are the main characteristics of users interacting with a computing system?,0.5039
5,How can a user interact in human–computer interactions?,What activities can users perform in the context of human-computer interaction?,0.8164
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the main characteristics of users interacting with a computing system?,0.6413
7,Why does a user intentionally interact with an interactive computer system?,What are the main characteristics of users interacting with a computing system?,0.67
8,What does make up a complex user participation?,What are the main characteristics of users interacting with a computing system?,0.5558
9,What is a human–computer interaction?,What activities can users perform in the context of human-computer interaction?,0.7442
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What activities can users perform in the context of human-computer interaction?,0.6149
11,How is a user input processed by an interactive computer system?,What are the main characteristics of users interacting with a computing system?,0.6022
12,How does a user receive an output from an interactive computer system?,What are the main characteristics of users interacting with a computing system?,0.574
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the main characteristics of users interacting with a computing system?,0.6029
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How can human activities be characterized and supported by interactive systems?,0.5564
