,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What types of assistive technologies are categorized in HCI ontologies?,0.4104
1,What is an interactive software system?,What types of assistive technologies are categorized in HCI ontologies?,0.4066
2,What is a complex interactive computer system?,What are the relationships between activities and technological support in HCI?,0.4492
3,What does make up the user interface of an interactive computer system?,What methods are used to evaluate the usability of a user interface?,0.5477
4,What is a User?,What are the key components of a user profile in HCI ontologies?,0.4048
5,How can a user interact in human–computer interactions?,How do different impairments influence user interaction with technology?,0.5173
6,"Considering intentionality, how can a user interact with an interactive computer system?",How is the accessibility of an ICT user determined?,0.3915
7,Why does a user intentionally interact with an interactive computer system?,What is the impact of interaction constraints on the design of user interfaces?,0.4224
8,What does make up a complex user participation?,How can a user's activity participation in the information society be determined based on their capabilities?,0.6359
9,What is a human–computer interaction?,What are the relationships between activities and technological support in HCI?,0.4844
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can a user's activity participation in the information society be determined based on their capabilities?,0.5871
11,How is a user input processed by an interactive computer system?,How is the accessibility of an ICT user determined?,0.4199
12,How does a user receive an output from an interactive computer system?,How is the accessibility of an ICT user determined?,0.3508
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How is the accessibility of an ICT user determined?,0.4134
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What methods are used to evaluate the usability of a user interface?,0.4941
