,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the core components of human-computer interaction?,0.6103
1,What is an interactive software system?,What are the core components of human-computer interaction?,0.5032
2,What is a complex interactive computer system?,What are the core components of human-computer interaction?,0.6354
3,What does make up the user interface of an interactive computer system?,What are the core components of human-computer interaction?,0.6764
4,What is a User?,How can user characteristics be modeled in the context of HCI?,0.4781
5,How can a user interact in human–computer interactions?,What are the core components of human-computer interaction?,0.6815
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the core components of human-computer interaction?,0.5129
7,Why does a user intentionally interact with an interactive computer system?,What are the core components of human-computer interaction?,0.5206
8,What does make up a complex user participation?,How can user characteristics be modeled in the context of HCI?,0.4809
9,What is a human–computer interaction?,What are the core components of human-computer interaction?,0.7402
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How does context-aware adaptation influence user interaction?,0.4474
11,How is a user input processed by an interactive computer system?,What are the core components of human-computer interaction?,0.5088
12,How does a user receive an output from an interactive computer system?,What types of input and output devices are commonly used in HCI?,0.44
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the core components of human-computer interaction?,0.4845
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the core components of human-computer interaction?,0.4751
