,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What specific capabilities are required for different types of human-computer interactions?,0.6132
1,What is an interactive software system?,What specific capabilities are required for different types of human-computer interactions?,0.518
2,What is a complex interactive computer system?,What specific capabilities are required for different types of human-computer interactions?,0.616
3,What does make up the user interface of an interactive computer system?,What specific capabilities are required for different types of human-computer interactions?,0.658
4,What is a User?,"What kinds of activities can different users perform using ICT, given their specific capabilities and impairments?",0.4645
5,How can a user interact in human–computer interactions?,What specific capabilities are required for different types of human-computer interactions?,0.7618
6,"Considering intentionality, how can a user interact with an interactive computer system?",What specific capabilities are required for different types of human-computer interactions?,0.5855
7,Why does a user intentionally interact with an interactive computer system?,What specific capabilities are required for different types of human-computer interactions?,0.5993
8,What does make up a complex user participation?,How does the activity-centered design approach integrate with user profiles and capabilities in HCI?,0.526
9,What is a human–computer interaction?,What specific capabilities are required for different types of human-computer interactions?,0.7245
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What specific capabilities are required for different types of human-computer interactions?,0.4945
11,How is a user input processed by an interactive computer system?,What specific capabilities are required for different types of human-computer interactions?,0.4842
12,How does a user receive an output from an interactive computer system?,What specific capabilities are required for different types of human-computer interactions?,0.445
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What specific capabilities are required for different types of human-computer interactions?,0.4693
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What specific capabilities are required for different types of human-computer interactions?,0.4773
