,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the key user characteristics relevant for Human-Computer Interaction?,0.556
1,What is an interactive software system?,How does user behavior influence the adaptations in an interactive system?,0.5137
2,What is a complex interactive computer system?,What are the key user characteristics relevant for Human-Computer Interaction?,0.5272
3,What does make up the user interface of an interactive computer system?,What are the key user characteristics relevant for Human-Computer Interaction?,0.672
4,What is a User?,What are the key user characteristics relevant for Human-Computer Interaction?,0.5048
5,How can a user interact in human–computer interactions?,What are the key user characteristics relevant for Human-Computer Interaction?,0.7426
6,"Considering intentionality, how can a user interact with an interactive computer system?",How does user behavior influence the adaptations in an interactive system?,0.6063
7,Why does a user intentionally interact with an interactive computer system?,How does user behavior influence the adaptations in an interactive system?,0.6373
8,What does make up a complex user participation?,What are the key user characteristics relevant for Human-Computer Interaction?,0.4904
9,What is a human–computer interaction?,What are the key user characteristics relevant for Human-Computer Interaction?,0.6708
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the key user characteristics relevant for Human-Computer Interaction?,0.5392
11,How is a user input processed by an interactive computer system?,How does user behavior influence the adaptations in an interactive system?,0.5345
12,How does a user receive an output from an interactive computer system?,How does user behavior influence the adaptations in an interactive system?,0.4612
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How does user behavior influence the adaptations in an interactive system?,0.5298
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the key user characteristics relevant for Human-Computer Interaction?,0.5185
