,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the core components of an interactive system?,0.7709
1,What is an interactive software system?,What are the core components of an interactive system?,0.7086
2,What is a complex interactive computer system?,What are the core components of an interactive system?,0.7388
3,What does make up the user interface of an interactive computer system?,What are the core components of an interactive system?,0.7962
4,What is a User?,What are the different types of users interacting with computer systems?,0.5375
5,How can a user interact in human–computer interactions?,What are the different types of users interacting with computer systems?,0.7199
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the different types of users interacting with computer systems?,0.6315
7,Why does a user intentionally interact with an interactive computer system?,What are the different types of users interacting with computer systems?,0.6542
8,What does make up a complex user participation?,What are the different types of users interacting with computer systems?,0.5141
9,What is a human–computer interaction?,What are the different types of users interacting with computer systems?,0.6098
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do users' capabilities influence their interaction with computer interfaces?,0.5562
11,How is a user input processed by an interactive computer system?,What are the core components of an interactive system?,0.6329
12,How does a user receive an output from an interactive computer system?,What are the different types of users interacting with computer systems?,0.5897
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the core components of an interactive system?,0.6149
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How is user satisfaction measured in human-computer interaction?,0.6341
