,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the essential components of an interactive system in HCI?,0.7443
1,What is an interactive software system?,What are the essential components of an interactive system in HCI?,0.6969
2,What is a complex interactive computer system?,What are the essential components of an interactive system in HCI?,0.7424
3,What does make up the user interface of an interactive computer system?,What are the essential components of an interactive system in HCI?,0.7691
4,What is a User?,How can user profiles be modeled to enhance personalized interactions?,0.3938
5,How can a user interact in human–computer interactions?,What are the essential components of an interactive system in HCI?,0.5984
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the essential components of an interactive system in HCI?,0.5944
7,Why does a user intentionally interact with an interactive computer system?,What are the essential components of an interactive system in HCI?,0.6008
8,What does make up a complex user participation?,How can activity-centered design be used to match users with suitable technologies?,0.515
9,What is a human–computer interaction?,What are the essential components of an interactive system in HCI?,0.6349
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can activity-centered design be used to match users with suitable technologies?,0.4837
11,How is a user input processed by an interactive computer system?,What are the essential components of an interactive system in HCI?,0.6105
12,How does a user receive an output from an interactive computer system?,What are the essential components of an interactive system in HCI?,0.5256
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the essential components of an interactive system in HCI?,0.5885
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the essential components of an interactive system in HCI?,0.4305
