,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the core concepts and relationships involved in human-computer interaction?,0.6005
1,What is an interactive software system?,What are the relevant user attributes that affect interaction with computing systems?,0.5111
2,What is a complex interactive computer system?,What are the core concepts and relationships involved in human-computer interaction?,0.6483
3,What does make up the user interface of an interactive computer system?,What are the relevant user attributes that affect interaction with computing systems?,0.6739
4,What is a User?,How can user profiles be modeled in an ontology to represent various abilities and disabilities?,0.4211
5,How can a user interact in human–computer interactions?,What are the core concepts and relationships involved in human-computer interaction?,0.7171
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the relevant user attributes that affect interaction with computing systems?,0.5405
7,Why does a user intentionally interact with an interactive computer system?,What are the relevant user attributes that affect interaction with computing systems?,0.5763
8,What does make up a complex user participation?,How can user activities and participation in daily life be represented in an HCI ontology?,0.5433
9,What is a human–computer interaction?,What are the core concepts and relationships involved in human-computer interaction?,0.7601
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the core concepts and relationships involved in human-computer interaction?,0.4681
11,How is a user input processed by an interactive computer system?,What are the core concepts and relationships involved in human-computer interaction?,0.507
12,How does a user receive an output from an interactive computer system?,What are the relevant user attributes that affect interaction with computing systems?,0.4322
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the core concepts and relationships involved in human-computer interaction?,0.5095
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the core concepts and relationships involved in human-computer interaction?,0.5113
