,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary modalities used in human-computer interaction?,0.5906
1,What is an interactive software system?,What are the significant benefits of using ontologies in modeling interactive systems for adaptation?,0.5044
2,What is a complex interactive computer system?,What are the primary modalities used in human-computer interaction?,0.6051
3,What does make up the user interface of an interactive computer system?,What are the primary modalities used in human-computer interaction?,0.6484
4,What is a User?,How can user profiles be modeled to encapsulate the different abilities and preferences of users?,0.3854
5,How can a user interact in human–computer interactions?,What are the primary modalities used in human-computer interaction?,0.6843
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the primary modalities used in human-computer interaction?,0.5072
7,Why does a user intentionally interact with an interactive computer system?,What are the primary modalities used in human-computer interaction?,0.5111
8,What does make up a complex user participation?,How can ontologies be leveraged to infer user activities and participations within an information society?,0.5402
9,What is a human–computer interaction?,What are the primary modalities used in human-computer interaction?,0.6969
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can ontologies be leveraged to infer user activities and participations within an information society?,0.4995
11,How is a user input processed by an interactive computer system?,What are the primary modalities used in human-computer interaction?,0.4839
12,How does a user receive an output from an interactive computer system?,What are the key characteristics and functionalities required in input and output devices for accessible HCI?,0.4529
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the key characteristics and functionalities required in input and output devices for accessible HCI?,0.4926
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the primary modalities used in human-computer interaction?,0.4406
