,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How do user characteristics influence the design of interactive systems?,0.6663
1,What is an interactive software system?,How do user characteristics influence the design of interactive systems?,0.631
2,What is a complex interactive computer system?,How do user characteristics influence the design of interactive systems?,0.5964
3,What does make up the user interface of an interactive computer system?,How do user characteristics influence the design of interactive systems?,0.7558
4,What is a User?,How can user activities be classified and utilized in designing user interfaces?,0.4889
5,How can a user interact in human–computer interactions?,What are the different types of user interfaces in human-computer interaction?,0.7178
6,"Considering intentionality, how can a user interact with an interactive computer system?",How do user characteristics influence the design of interactive systems?,0.6313
7,Why does a user intentionally interact with an interactive computer system?,How do user characteristics influence the design of interactive systems?,0.6933
8,What does make up a complex user participation?,How can user activities be classified and utilized in designing user interfaces?,0.5329
9,What is a human–computer interaction?,What are the different types of user interfaces in human-computer interaction?,0.7334
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do user characteristics influence the design of interactive systems?,0.5499
11,How is a user input processed by an interactive computer system?,How do user characteristics influence the design of interactive systems?,0.5904
12,How does a user receive an output from an interactive computer system?,How do user characteristics influence the design of interactive systems?,0.528
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How do user characteristics influence the design of interactive systems?,0.5897
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How do user characteristics influence the design of interactive systems?,0.4659
