,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the main components involved in human-computer interaction?,0.6328
1,What is an interactive software system?,What role do input and output modalities play in interactive systems?,0.5569
2,What is a complex interactive computer system?,What are the main components involved in human-computer interaction?,0.657
3,What does make up the user interface of an interactive computer system?,What are the main components involved in human-computer interaction?,0.6876
4,What is a User?,What are the methods for modeling user profiles in HCI?,0.3963
5,How can a user interact in human–computer interactions?,What are the main components involved in human-computer interaction?,0.7275
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the main components involved in human-computer interaction?,0.5459
7,Why does a user intentionally interact with an interactive computer system?,What are the main components involved in human-computer interaction?,0.5396
8,What does make up a complex user participation?,What are the main components involved in human-computer interaction?,0.4948
9,What is a human–computer interaction?,What are the main components involved in human-computer interaction?,0.7796
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the main components involved in human-computer interaction?,0.4963
11,How is a user input processed by an interactive computer system?,What role do input and output modalities play in interactive systems?,0.6823
12,How does a user receive an output from an interactive computer system?,What role do input and output modalities play in interactive systems?,0.6297
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What role do input and output modalities play in interactive systems?,0.7213
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the main components involved in human-computer interaction?,0.4702
