,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary components involved in human-computer interaction (HCI)?,0.5827
1,What is an interactive software system?,What are the primary components involved in human-computer interaction (HCI)?,0.4979
2,What is a complex interactive computer system?,What are the primary components involved in human-computer interaction (HCI)?,0.6262
3,What does make up the user interface of an interactive computer system?,What are the primary components involved in human-computer interaction (HCI)?,0.6441
4,What is a User?,How can user profiles be modeled in HCI systems?,0.4487
5,How can a user interact in human–computer interactions?,What are the primary components involved in human-computer interaction (HCI)?,0.6652
6,"Considering intentionality, how can a user interact with an interactive computer system?",How do different user capabilities influence interaction with computer systems?,0.5463
7,Why does a user intentionally interact with an interactive computer system?,How do different user capabilities influence interaction with computer systems?,0.6027
8,What does make up a complex user participation?,How do different user capabilities influence interaction with computer systems?,0.5079
9,What is a human–computer interaction?,What are the primary components involved in human-computer interaction (HCI)?,0.7372
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do different user capabilities influence interaction with computer systems?,0.5647
11,How is a user input processed by an interactive computer system?,What are the primary components involved in human-computer interaction (HCI)?,0.4986
12,How does a user receive an output from an interactive computer system?,How do different user capabilities influence interaction with computer systems?,0.4358
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the primary components involved in human-computer interaction (HCI)?,0.4849
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How can user satisfaction be measured in HCI?,0.5513
