,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the core components that define a human-computer interaction system?,0.6872
1,What is an interactive software system?,How are user models integrated into the interactive system's semantic layer?,0.6149
2,What is a complex interactive computer system?,What are the core components that define a human-computer interaction system?,0.7019
3,What does make up the user interface of an interactive computer system?,What are the core components that define a human-computer interaction system?,0.7281
4,What is a User?,What activities can a user perform based on their capabilities within the system?,0.5118
5,How can a user interact in human–computer interactions?,What are the core components that define a human-computer interaction system?,0.6603
6,"Considering intentionality, how can a user interact with an interactive computer system?",How are user models integrated into the interactive system's semantic layer?,0.5476
7,Why does a user intentionally interact with an interactive computer system?,What are the core components that define a human-computer interaction system?,0.5424
8,What does make up a complex user participation?,What activities can a user perform based on their capabilities within the system?,0.5026
9,What is a human–computer interaction?,What are the core components that define a human-computer interaction system?,0.7563
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What activities can a user perform based on their capabilities within the system?,0.4723
11,How is a user input processed by an interactive computer system?,How are user models integrated into the interactive system's semantic layer?,0.5843
12,How does a user receive an output from an interactive computer system?,How are user models integrated into the interactive system's semantic layer?,0.4787
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How are user models integrated into the interactive system's semantic layer?,0.5601
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What activities can a user perform based on their capabilities within the system?,0.4761
