,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,How does multimodal interaction enhance the user experience in HCI systems?,0.5212
1,What is an interactive software system?,How does multimodal interaction enhance the user experience in HCI systems?,0.4793
2,What is a complex interactive computer system?,How does multimodal interaction enhance the user experience in HCI systems?,0.5397
3,What does make up the user interface of an interactive computer system?,How does multimodal interaction enhance the user experience in HCI systems?,0.5898
4,What is a User?,How can user profiles be defined and used to adapt interfaces in HCI?,0.3658
5,How can a user interact in human–computer interactions?,How does multimodal interaction enhance the user experience in HCI systems?,0.6368
6,"Considering intentionality, how can a user interact with an interactive computer system?",How does multimodal interaction enhance the user experience in HCI systems?,0.5194
7,Why does a user intentionally interact with an interactive computer system?,How does multimodal interaction enhance the user experience in HCI systems?,0.569
8,What does make up a complex user participation?,What factors influence the user experience in HCI systems?,0.4424
9,What is a human–computer interaction?,How does multimodal interaction enhance the user experience in HCI systems?,0.5715
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How does multimodal interaction enhance the user experience in HCI systems?,0.4768
11,How is a user input processed by an interactive computer system?,How does multimodal interaction enhance the user experience in HCI systems?,0.4894
12,How does a user receive an output from an interactive computer system?,How does multimodal interaction enhance the user experience in HCI systems?,0.4142
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,How does multimodal interaction enhance the user experience in HCI systems?,0.4641
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What factors influence the user experience in HCI systems?,0.4287
