,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What types of interaction modalities (input and output) are considered in the human-computer interaction ontology?,0.5568
1,What is an interactive software system?,What types of interaction modalities (input and output) are considered in the human-computer interaction ontology?,0.4971
2,What is a complex interactive computer system?,What types of interaction modalities (input and output) are considered in the human-computer interaction ontology?,0.5619
3,What does make up the user interface of an interactive computer system?,What are the essential attributes of a user in human-computer interaction?,0.6213
4,What is a User?,What are the essential attributes of a user in human-computer interaction?,0.4517
5,How can a user interact in human–computer interactions?,What are the essential attributes of a user in human-computer interaction?,0.6503
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the essential attributes of a user in human-computer interaction?,0.4964
7,Why does a user intentionally interact with an interactive computer system?,What are the essential attributes of a user in human-computer interaction?,0.4943
8,What does make up a complex user participation?,What relationships are modeled between user activities and interaction modalities?,0.5292
9,What is a human–computer interaction?,What are the essential attributes of a user in human-computer interaction?,0.6056
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What relationships are modeled between user activities and interaction modalities?,0.5149
11,How is a user input processed by an interactive computer system?,What types of interaction modalities (input and output) are considered in the human-computer interaction ontology?,0.5442
12,How does a user receive an output from an interactive computer system?,What types of interaction modalities (input and output) are considered in the human-computer interaction ontology?,0.472
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What types of interaction modalities (input and output) are considered in the human-computer interaction ontology?,0.5687
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the essential attributes of a user in human-computer interaction?,0.4937
