,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the characteristics of users interacting with ICT systems?,0.6303
1,What is an interactive software system?,What are the characteristics of users interacting with ICT systems?,0.5584
2,What is a complex interactive computer system?,What are the characteristics of users interacting with ICT systems?,0.5877
3,What does make up the user interface of an interactive computer system?,What are the characteristics of users interacting with ICT systems?,0.6498
4,What is a User?,What are the characteristics of users interacting with ICT systems?,0.4825
5,How can a user interact in human–computer interactions?,What are the characteristics of users interacting with ICT systems?,0.658
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the characteristics of users interacting with ICT systems?,0.5669
7,Why does a user intentionally interact with an interactive computer system?,What are the characteristics of users interacting with ICT systems?,0.5973
8,What does make up a complex user participation?,How are user tasks and activities represented in an activity-centered design for HCI?,0.5484
9,What is a human–computer interaction?,What are the characteristics of users interacting with ICT systems?,0.5471
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How do user capabilities affect their interaction with computer systems?,0.5432
11,How is a user input processed by an interactive computer system?,What are the different input and output devices used in interaction systems?,0.6127
12,How does a user receive an output from an interactive computer system?,What are the different input and output devices used in interaction systems?,0.5748
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the different input and output devices used in interaction systems?,0.6538
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How do user capabilities affect their interaction with computer systems?,0.4632
