,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the primary components of an interactive user interface?,0.7363
1,What is an interactive software system?,What are the primary components of an interactive user interface?,0.7002
2,What is a complex interactive computer system?,What are the primary components of an interactive user interface?,0.6822
3,What does make up the user interface of an interactive computer system?,What are the primary components of an interactive user interface?,0.8487
4,What is a User?,How are user profiles represented in HCI ontologies?,0.4119
5,How can a user interact in human–computer interactions?,How does multimodal interaction enhance user experience in HCI systems?,0.6394
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the primary components of an interactive user interface?,0.6186
7,Why does a user intentionally interact with an interactive computer system?,What are the primary components of an interactive user interface?,0.6185
8,What does make up a complex user participation?,What are the primary components of an interactive user interface?,0.495
9,What is a human–computer interaction?,What are the primary components of an interactive user interface?,0.6136
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How does multimodal interaction enhance user experience in HCI systems?,0.4804
11,How is a user input processed by an interactive computer system?,What are the primary components of an interactive user interface?,0.618
12,How does a user receive an output from an interactive computer system?,What are the primary components of an interactive user interface?,0.511
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the primary components of an interactive user interface?,0.5924
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,How does multimodal interaction enhance user experience in HCI systems?,0.4251
