,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the essential components of an adaptive interactive system?,0.6708
1,What is an interactive software system?,What are the essential components of an adaptive interactive system?,0.6235
2,What is a complex interactive computer system?,What are the essential components of an adaptive interactive system?,0.654
3,What does make up the user interface of an interactive computer system?,What are the essential components of an adaptive interactive system?,0.6849
4,What is a User?,What are the primary characteristics that define user interactions in HCI?,0.4077
5,How can a user interact in human–computer interactions?,What are the primary characteristics that define user interactions in HCI?,0.705
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the primary characteristics that define user interactions in HCI?,0.5692
7,Why does a user intentionally interact with an interactive computer system?,What are the primary characteristics that define user interactions in HCI?,0.607
8,What does make up a complex user participation?,How can user activity and participation be integrated into an HCI ontology?,0.624
9,What is a human–computer interaction?,What are the primary characteristics that define user interactions in HCI?,0.6336
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",How can user activity and participation be integrated into an HCI ontology?,0.5894
11,How is a user input processed by an interactive computer system?,What are the different types of input modalities used in interactive systems?,0.6701
12,How does a user receive an output from an interactive computer system?,What are the different types of input modalities used in interactive systems?,0.5075
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the different types of input modalities used in interactive systems?,0.6513
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the primary characteristics that define user interactions in HCI?,0.4339
