,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the main components of a human-computer interaction system and how are they interconnected?,0.7069
1,What is an interactive software system?,What are the main components of a human-computer interaction system and how are they interconnected?,0.6053
2,What is a complex interactive computer system?,What are the main components of a human-computer interaction system and how are they interconnected?,0.7306
3,What does make up the user interface of an interactive computer system?,What are the main components of a human-computer interaction system and how are they interconnected?,0.7419
4,What is a User?,What are the common data properties used to describe user profiles and their interaction capabilities?,0.3841
5,How can a user interact in human–computer interactions?,What are the main components of a human-computer interaction system and how are they interconnected?,0.7167
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the main components of a human-computer interaction system and how are they interconnected?,0.582
7,Why does a user intentionally interact with an interactive computer system?,What are the main components of a human-computer interaction system and how are they interconnected?,0.5819
8,What does make up a complex user participation?,What are the main components of a human-computer interaction system and how are they interconnected?,0.502
9,What is a human–computer interaction?,What are the main components of a human-computer interaction system and how are they interconnected?,0.776
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the main components of a human-computer interaction system and how are they interconnected?,0.4944
11,How is a user input processed by an interactive computer system?,What types of input and output modalities exist in human-computer interaction?,0.6291
12,How does a user receive an output from an interactive computer system?,What types of input and output modalities exist in human-computer interaction?,0.5643
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What types of input and output modalities exist in human-computer interaction?,0.6692
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the main components of a human-computer interaction system and how are they interconnected?,0.4456
