,expertCQs,best_genCQs,best_cos_score
0,What is an interactive computer system?,What are the necessary components for modeling interaction between users and computer systems?,0.69
1,What is an interactive software system?,What are the necessary components for modeling interaction between users and computer systems?,0.6279
2,What is a complex interactive computer system?,What are the necessary components for modeling interaction between users and computer systems?,0.644
3,What does make up the user interface of an interactive computer system?,What are the necessary components for modeling interaction between users and computer systems?,0.7301
4,What is a User?,How can user profiles be represented within the ontology?,0.4688
5,How can a user interact in human–computer interactions?,What are the necessary components for modeling interaction between users and computer systems?,0.7434
6,"Considering intentionality, how can a user interact with an interactive computer system?",What are the necessary components for modeling interaction between users and computer systems?,0.6568
7,Why does a user intentionally interact with an interactive computer system?,What are the necessary components for modeling interaction between users and computer systems?,0.6306
8,What does make up a complex user participation?,What are the necessary components for modeling interaction between users and computer systems?,0.477
9,What is a human–computer interaction?,What are the necessary components for modeling interaction between users and computer systems?,0.6302
10,"Considering the human–computer interaction, how can a user participation cause another user participation?",What are the necessary components for modeling interaction between users and computer systems?,0.5297
11,How is a user input processed by an interactive computer system?,What are the necessary components for modeling interaction between users and computer systems?,0.627
12,How does a user receive an output from an interactive computer system?,What are the necessary components for modeling interaction between users and computer systems?,0.5654
13,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,What are the necessary components for modeling interaction between users and computer systems?,0.6314
14,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,What are the necessary components for modeling interaction between users and computer systems?,0.4452
