,genCQs,best_expertCQs,best_cos_score
0,What are the core components of human-computer interaction systems?,What is a human–computer interaction?,0.7107
1,How are user characteristics represented in HCI ontologies?,What does make up the user interface of an interactive computer system?,0.4627
2,What types of input and output modalities are defined in HCI ontologies?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.446
3,How do sensory and motor abilities of users influence interface adaptation?,How can a user interact in human–computer interactions?,0.5226
4,What role do ontologies play in modeling user interactions with ICT systems?,How can a user interact in human–computer interactions?,0.5548
5,How are user impairments categorized in the HCI ontologies?,What does make up a complex user participation?,0.3937
6,Which adaptive strategies are employed based on user profiles in HCI?,What does make up a complex user participation?,0.3728
7,How are activity and participation of users modeled in HCI systems?,What does make up a complex user participation?,0.7218
8,"What are the relationships between input modalities, devices, and interaction modes?",How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4819
9,How are assistive devices and software tools categorized in HCI ontologies?,What is an interactive software system?,0.4412
10,What reasoning mechanisms are used in HCI ontologies for interface adaptation?,What does make up the user interface of an interactive computer system?,0.4294
11,How are disabilities and capabilities associated in the context of HCI?,What is a human–computer interaction?,0.3909
12,What are the essential attributes of users in HCI ontologies?,What does make up the user interface of an interactive computer system?,0.426
13,How do HCI ontologies support the personalization of user interfaces?,What does make up the user interface of an interactive computer system?,0.4737
14,In what ways can HCI ontologies facilitate the development of multimodal systems?,What is a complex interactive computer system?,0.512
