,genCQs,best_expertCQs,best_cos_score
0,What are the main categories of users in HCI?,What does make up a complex user participation?,0.5296
1,How do different user impairments influence interaction with computer systems?,How can a user interact in human–computer interactions?,0.6333
2,What assistive technologies are available for users with specific disabilities?,How can a user interact in human–computer interactions?,0.3245
3,How can user capabilities be modeled to support adaptive interfaces?,What does make up the user interface of an interactive computer system?,0.4719
4,What types of activities are users able to perform with certain capabilities in HCI?,How can a user interact in human–computer interactions?,0.5452
5,What are the relationships between user impairments and the required assistive technologies?,What is a human–computer interaction?,0.3989
6,How can user profiles be used to predict the next user action in an adaptive interface system?,What does make up the user interface of an interactive computer system?,0.3904
7,What are the different modalities of interaction in user interfaces?,What does make up the user interface of an interactive computer system?,0.6639
8,"How can the user context (e.g., location and time) affect the interaction in mobile environments?",How can a user interact in human–computer interactions?,0.5007
9,What methodologies exist for reengineering ontologies in the HCI domain?,What is an interactive software system?,0.3375
10,How does the ontology-based user modeling influence interface adaptation?,What does make up the user interface of an interactive computer system?,0.4213
11,What are the different types of data properties used to characterize user support assistance in HCI ontologies?,What does make up the user interface of an interactive computer system?,0.356
12,How can user satisfaction be measured in HCI adaptations?,How does a user evaluate if his/her goal was achieved in a human–computer interaction?,0.5398
13,What tools can be used to implement and reason with HCI ontologies?,What is an interactive software system?,0.347
14,What are the competency questions that can be answered by a comprehensive HCI ontology?,What is a complex interactive computer system?,0.3186
