,genCQs,best_expertCQs,best_cos_score
0,What are the core user characteristics to be modeled in Human-Computer Interaction (HCI)?,How can a user interact in human–computer interactions?,0.6167
1,How can user impairments be categorized in an HCI ontology?,What does make up a complex user participation?,0.3659
2,What types of assistive technologies need to be included to support accessibility in HCI?,What is a human–computer interaction?,0.3999
3,What are the main activities that users with disabilities can perform using ICT?,How can a user interact in human–computer interactions?,0.4921
4,How can different user capabilities influence the interaction with computer systems?,How can a user interact in human–computer interactions?,0.6335
5,What types of user disabilities should be considered when designing accessible HCI systems?,What does make up the user interface of an interactive computer system?,0.3972
6,Which cognitive functions are relevant for modeling user interaction in HCI?,How can a user interact in human–computer interactions?,0.6326
7,How can user preferences and skills be incorporated into the HCI ontology?,What does make up a complex user participation?,0.3924
8,What types of adaptive strategies can be recommended based on user capabilities and disabilities?,What does make up a complex user participation?,0.3617
9,How can the interaction modalities be categorized in an HCI ontology?,What is a complex interactive computer system?,0.397
10,What are the different input and output technologies relevant for user interaction in HCI?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.6145
11,How can multimodal interfaces be represented in the HCI ontology?,What does make up the user interface of an interactive computer system?,0.482
12,What are the common activities performed by users in different contexts of use?,What does make up a complex user participation?,0.5178
13,How can an ontology support personalization and adaptation in HCI systems?,How can a user interact in human–computer interactions?,0.387
14,What formal relationships exist between user characteristics and interactive components in an HCI ontology?,What does make up the user interface of an interactive computer system?,0.6239
