,genCQ,expertCQ,cos_score
0,How do sensory and motor abilities influence the interaction modalities that can be used by a user?,How can a user interact in human–computer interactions?,0.5910
1,What characteristics of users are essential for adaptive interface design?,What does make up the user interface of an interactive computer system?,0.5899
2,What are the key components of an interaction model for HCI?,What does make up the user interface of an interactive computer system?,0.5553
3,What are the key components of an interaction model for HCI?,How can a user interact in human–computer interactions?,0.5531
4,What are the key components of an interaction model for HCI?,What is a human–computer interaction?,0.5486
5,What are the key components of an interaction model for HCI?,What is a complex interactive computer system?,0.5436
6,What relationship exists between user characteristics and interface parameters?,What does make up the user interface of an interactive computer system?,0.5225
7,How do sensory and motor abilities influence the interaction modalities that can be used by a user?,What does make up the user interface of an interactive computer system?,0.5027
8,What are the key components of an interaction model for HCI?,What is an interactive computer system?,0.4860
9,What characteristics of users are essential for adaptive interface design?,How can a user interact in human–computer interactions?,0.4819
10,How can an ontology be used to model interaction components within HCI?,How can a user interact in human–computer interactions?,0.4797
11,What are the core human sensory systems considered in HCI interactions?,What is a human–computer interaction?,0.4768
12,How do sensory and motor abilities influence the interaction modalities that can be used by a user?,What is a human–computer interaction?,0.4759
13,What characteristics of users are essential for adaptive interface design?,What does make up a complex user participation?,0.4692
14,How do sensory and motor abilities influence the interaction modalities that can be used by a user?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4683
15,How can an ontology be used to model interaction components within HCI?,What is a complex interactive computer system?,0.4662
16,How are input and output modalities differentiated in HCI?,How is a user input processed by an interactive computer system and how is the corresponding output presented to him/her?,0.4628
17,In what ways can user interfaces be adapted for users with different disabilities?,How can a user interact in human–computer interactions?,0.4532
18,What characteristics of users are essential for adaptive interface design?,Why does a user intentionally interact with an interactive computer system?,0.4531
19,What are the core human sensory systems considered in HCI interactions?,How can a user interact in human–computer interactions?,0.4527
20,What are the key components of an interaction model for HCI?,What is an interactive software system?,0.4526
21,How do sensory and motor abilities influence the interaction modalities that can be used by a user?,Why does a user intentionally interact with an interactive computer system?,0.4499
22,What characteristics of users are essential for adaptive interface design?,"Considering intentionality, how can a user interact with an interactive computer system?",0.4494
23,How do sensory and motor abilities influence the interaction modalities that can be used by a user?,How is a user input processed by an interactive computer system?,0.4479
24,How can an ontology be used to model interaction components within HCI?,What does make up the user interface of an interactive computer system?,0.4466
25,What characteristics of users are essential for adaptive interface design?,What is a User?,0.4443
26,How can an ontology be used to model interaction components within HCI?,What is a human–computer interaction?,0.4415
27,In what ways can user interfaces be adapted for users with different disabilities?,What does make up the user interface of an interactive computer system?,0.4376
28,What characteristics of users are essential for adaptive interface design?,"Considering the human–computer interaction, how can a user participation cause another user participation?",0.4305
