,genCQ,expertCQ,cos_score
0,What are the implications of empirical research findings for global software development practices?,How many empirical studies are by authors working for large software development companies?,0.7111
1,What are the methodologies used for systematic literature reviews in empirical research on Requirements Engineering?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6831
2,What are the methodologies used for systematic literature reviews in empirical research on Requirements Engineering?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6809
3,What role do case studies play in empirical research in Requirements Engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6744
4,What are the methodologies used for systematic literature reviews in empirical research on Requirements Engineering?,How many publications are analyzed in (systematic literature) reviews?,0.6348
5,What are the implications of empirical research findings for global software development practices?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.6235
6,What are the primary methodologies used in empirical research in Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.6151
7,What role does empirical research play in advancing theoretical frameworks in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6083
8,How do empirical research findings in Requirements Engineering impact software development processes?,How many empirical studies are by authors working for large software development companies?,0.6079
9,How is empirical research in Requirements Engineering contributing to the advancement of software engineering as a whole?,How many empirical studies are by authors working for large software development companies?,0.6029
10,What are the primary methodologies used in empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5979
11,How do empirical research studies evaluate the success of requirements engineering projects?,How many empirical studies are by authors working for large software development companies?,0.5962
12,What role does empirical research play in advancing theoretical frameworks in Requirements Engineering?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5956
13,What are the most frequently cited empirical research studies in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5956
14,How do different empirical research methods compare in their effectiveness for Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5921
15,What are the methodologies used for systematic literature reviews in empirical research on Requirements Engineering?,"""Do the authors refer to and consistently use a basic terminology, descriptors, and keywords to identify and select primary studies for (systematic literature) reviews?""",0.5889
16,What are the primary methodologies used in empirical research in Requirements Engineering?,How often are which empirical methods used?,0.5884
17,How have technological advancements influenced empirical research methods in Requirements Engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5851
18,How is empirical research in Requirements Engineering funded and supported?,How many empirical studies are by authors working for large software development companies?,0.5752
19,What are the primary methodologies used in empirical research in Requirements Engineering?,How many different empirical methods are used per publication?,0.5729
20,What frameworks are used to guide empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5717
21,How are empirical research results in Requirements Engineering published and disseminated?,How many empirical studies are by authors working for large software development companies?,0.5648
22,What are the methodologies used for systematic literature reviews in empirical research on Requirements Engineering?,Have the authors done a systematic review of related work?,0.5641
23,How do requirements engineers perceive the applicability of empirical research findings?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5631
24,How has the application of empirical research methods in Requirements Engineering influenced industrial practices?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5613
25,What are the most frequently cited empirical research studies in Requirements Engineering?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5605
26,What are the key contributions of empirical research to the field of Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5604
