,genCQ,expertCQ,cos_score
0,How are case studies utilized in empirical research in Requirements Engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6622
1,Who are the most prolific authors in empirical research in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.6529
2,What are the key findings from systematic literature reviews in empirical Requirements Engineering research?,"""How has the proportions of  empirical methods to conduct (systematic literature) reviews, so-called secondary research, evolved over time?""",0.6333
3,How do empirical studies in Requirements Engineering leverage software repositories?,How many empirical studies are by authors working for large software development companies?,0.6284
4,How are case study results validated in empirical research in Requirements Engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6265
5,How has the acceptance rate for empirical research papers in Requirements Engineering changed over the years?,How has the proportion of papers that do not have an empirical study evolved over time?,0.6201
6,How has publication output in empirical Requirements Engineering research changed over time?,How has the number of empirical methods used per publication evolved over time?,0.6129
7,How is empirical research in Requirements Engineering cited in other disciplines?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6019
8,What are the key findings from systematic literature reviews in empirical Requirements Engineering research?,"""What empirical methods are used to conduct integrative and interpretive (systematic literature) reviews, so-called secondary research?""",0.6004
9,How has publication output in empirical Requirements Engineering research changed over time?,How has the proportion of papers that do not have an empirical study evolved over time?,0.5962
10,What are the typical sample sizes in empirical studies within Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5944
11,What kinds of experimental designs are used in empirical research in Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5904
12,How are empirical research findings in Requirements Engineering applied in practice?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5889
13,What research methods are predominantly used in empirical studies within Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5865
14,What approaches are used for data triangulation in empirical Requirements Engineering studies?,How has the use of triangulation for research design evolved over time?,0.5849
15,How are qualitative and quantitative methods integrated in empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5839
16,What types of data are collected in empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5834
17,What research methods are predominantly used in empirical studies within Requirements Engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5813
18,How has publication output in empirical Requirements Engineering research changed over time?,How has the proportion of empirical studies evolved over time?,0.5796
19,What are the most frequently cited papers in empirical research in Requirements Engineering?,How has the proportion of papers that do not have an empirical study evolved over time?,0.5783
20,How is empirical research in Requirements Engineering cited in other disciplines?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5776
21,How are data analysis techniques employed in empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5763
22,What research methods are predominantly used in empirical studies within Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5755
23,What are the most common research frameworks used in empirical Requirements Engineering studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5741
24,What are the success factors for empirical research projects in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5723
25,What training or background do authors of empirical Requirements Engineering studies typically have?,How many empirical studies are by authors working for large software development companies?,0.5719
26,How has publication output in empirical Requirements Engineering research changed over time?,How has the reporting of research questions and answers evolved over time?,0.5718
27,Who are the most prolific authors in empirical research in Requirements Engineering?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.5707
28,What research methods are predominantly used in empirical studies within Requirements Engineering?,How often are which empirical methods used?,0.5684
29,What tools or frameworks are commonly used in empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5682
30,How are research questions formulated in empirical Requirements Engineering studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5682
31,How do empirical studies in Requirements Engineering leverage software repositories?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.5682
32,What methods are used to ensure the representativeness of samples in empirical Requirements Engineering research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5665
33,How are empirical research findings in Requirements Engineering applied in practice?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5650
34,How are data analysis techniques employed in empirical research in Requirements Engineering?,Which methods are used to synthesize evidence from data of different empirical methods?,0.5648
35,What are the patterns of citation and referencing in empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5643
36,How is the reproducibility of studies ensured in empirical research in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5628
37,What kind of software tools are evaluated in empirical research in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5625
38,What are the key findings from systematic literature reviews in empirical Requirements Engineering research?,How many publications are analyzed in (systematic literature) reviews?,0.5615
39,Who are the most prolific authors in empirical research in Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5612
40,How is the theoretical foundation established in empirical Requirements Engineering studies?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5602
41,How are qualitative and quantitative methods integrated in empirical research in Requirements Engineering?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5597
42,How are empirical research findings in Requirements Engineering communicated to practitioners?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5596
43,What are the main contributions of empirical research to the field of Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5596
44,How has publication output in empirical Requirements Engineering research changed over time?,How has the proportion of studies by authors working for large software development companies evolved over time?,0.5572
45,What are the funding sources for empirical research in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5552
46,How is empirical research in Requirements Engineering cited in other disciplines?,Which sub-fields of SE and RE do the empirical studies cover over time?,0.5550
