,genCQ,expertCQ,cos_score
0,How do empirical studies address the documentation of requirements?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.6018
1,How do different empirical research methods compare in the context of Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5983
2,What are the key methodologies used in empirical studies on Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5874
3,How do empirical studies address the scalability of Requirements Engineering methods?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5846
4,How do empirical studies address the reuse of requirements?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5837
5,How do empirical studies address the customization of Requirements Engineering methodologies?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5799
6,How do empirical studies categorize Requirements Engineering techniques?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5766
7,How do empirical studies approach the analysis of requirements engineering data?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5747
8,How do empirical studies address the documentation of requirements?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5740
9,How do empirical studies categorize Requirements Engineering techniques?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5738
10,What are the key methodologies used in empirical studies on Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5730
11,How do empirical studies address the documentation of requirements?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5721
12,What are the common themes in Requirements Engineering research conferences based on empirical analysis?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5704
13,How do empirical studies address the reuse of requirements?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5677
14,What are the trends in academic research vs,How has the proportion of empirical studies evolved over time?,0.5649
15,What are the trends in academic research vs,How has the reporting of research questions and answers evolved over time?,0.5605
16,What are the common data sources used in empirical Requirements Engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5590
