,genCQ,expertCQ,cos_score
0,What role do case studies play in empirical Requirements Engineering research?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.6623
1,What is the impact of Requirements Engineering on software project success rates according to empirical studies?,How many empirical studies are by authors working for large software development companies?,0.5987
2,What are the predominant methodologies used in empirical research within Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5903
3,What are the predominant methodologies used in empirical research within Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5876
4,What are the key factors that influence the state of empirical research in Requirements Engineering?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5743
5,What are the predominant methodologies used in empirical research within Requirements Engineering?,How often are which empirical methods used?,0.5729
6,How does empirical research address the maintenance of requirements?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5720
7,How does empirical research evaluate the return on investment of Requirements Engineering practices?,How many empirical studies are by authors working for large software development companies?,0.5631
8,How are requirements engineering best practices identified in empirical research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5593
9,Who are the leading authors or groups in empirical research on Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5592
10,How has the focus of empirical research in Requirements Engineering evolved over time?,How has the use of conceptual and operational definitions for key constructs and variables evolved over time in empirical research in SE and RE?,0.5575
11,What are the common issues with requirement documentation identified through empirical research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5567
12,What are the predominant methodologies used in empirical research within Requirements Engineering?,How many different empirical methods are used per publication?,0.5551
13,How do different requirement prioritization methods compare in empirical evaluations?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5526
14,How does empirical research evaluate the return on investment of Requirements Engineering practices?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5507
15,What are the key factors that influence the state of empirical research in Requirements Engineering?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5498
16,How are requirements engineering best practices identified in empirical research?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5497
17,How does empirical research address the maintenance of requirements?,How do the authors justify the selection and combination of empirical methods and design elements?,0.5492
18,How often do researchers in Requirements Engineering publish their findings?,How often are those who conduct the studies also the authors of the papers?,0.5444
19,How has the focus of empirical research in Requirements Engineering evolved over time?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5441
20,How does empirical research address the maintenance of requirements?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5433
21,What are the common issues with requirement documentation identified through empirical research?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5433
22,What role do case studies play in empirical Requirements Engineering research?,How many empirical studies are by authors working for large software development companies?,0.5428
23,How often do researchers in Requirements Engineering publish their findings?,How many empirical studies are by authors working for large software development companies?,0.5412
24,How is validation of findings conducted in empirical Requirements Engineering research?,What are the conceptual and operational definitions used for key constructs and variables in empirical research in SE and RE?,0.5400
25,How does empirical research evaluate the return on investment of Requirements Engineering practices?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5379
26,What are the predominant methodologies used in empirical research within Requirements Engineering?,Do the authors use conceptual and operational definitions for key constructs and variables in empirical research in SE and RE?,0.5367
27,What are the key factors that influence the state of empirical research in Requirements Engineering?,How many empirical studies are by authors working for large software development companies?,0.5338
28,What are the predominant methodologies used in empirical research within Requirements Engineering?,How has the number of empirical methods used per publication evolved over time?,0.5314
29,What are the predominant methodologies used in empirical research within Requirements Engineering?,How have the proportions of case studies and action research in the empirical methods used evolved over time?,0.5309
30,How often do researchers in Requirements Engineering publish their findings?,How has the reporting of research questions and answers evolved over time?,0.5306
